joke,category,title 
"Maikas Taisonas grįžo į ringą. Su juo turi susikauti pats geriausias planetos boksininkas, tačiau jis paskutiniu momentu išsigando ir atsisakė boksuotis. Ką daryti? Publika laukia, reikalingas priešininkas. Organizatoriai žiūri, šalia ringo vaikšto vietinis mėsininkas. Jam sako:
 - Išstovėsi vieną raundą, gausi puse milijono dolerių. 
Tas ir sutiko. Prasidėjo kova. Taisonas daužo iš dešinės, iš kairės, kabliu ir t. t. Mėsininkas išstovėjo visą raundą. Visi šokiruoti. Jam sako:
 - Išstovėsi dar vieną raundą, gausi milijoną! 
Išstovėjo. 
Visi jau išsigandę. Siūlo:
 - Išstovėsi dar vieną - 3 milijonai dolerių! 
Mėsininkas:
 - Ne, atsibodo man jau, dabar aš jį mušiu!",anekdotai,"Maikas,Taisonas,grįžo,į,ringą."
"Is prabangaus viesbucio iseina gejus. prieina prie taksi stovincio salia viesbucio ir pabarbena i langa. vairuotas atidaro langa ir sako:
 - Nu, ka nori? 
 - jus laisvas? 
 - Taip. 
 - tai gal pashokam?",anekdotai,"Is,prabangaus,viesbucio,iseina,gejus."
"Jaunuolis su plaukais ligi pečių stovi eilėje. Prieina senutė:
 - Mergaite, ei mergaite, tu čia paskutinė? 
 - Aš ne mergaitė. 
 - Durnelė! Rado, kuo girtis.",anekdotai,"Jaunuolis,su,plaukais,ligi,pečių"
"Važiuoja sausąkimšas autobusas vingiuotu kalno keliu. Staiga vairuotuojas paleidžia vairą, griebiasi sau už kaklo. Jam prasideda traukuliai. Akimirką autobusas rieda nevaldomas. Čia greitai pašoka priekyje sėdėjusi moteris, trenkia vairuotojui per galvą, tas atsigauna. Po keleto minučių vairuotuojui vėl prasideda priepuolis. Autobusas - nevaldomas. Ta pati moteris vėl prišoka, padaužo, vairuotojas atsigauna. 
Ir taip visą kelią. 
Galutinė stotelė, visi išlipo, čia prie vairuotojo prieina vyras, sėdėjęs gale, ir sako: - aš gydytojas, gal galiu kuo padėti, mačiau jums buvo priepuolis. 
Vairuotojas:
 - Suprantat, ta moteris - mano kaimynė, jos vyras vakar pasikorė, tai aš ją visą kelią erzinau.",anekdotai,"Važiuoja,sausąkimšas,autobusas,vingiuotu,kalno"
"Ateina naujasis rusas į miliciją ir skundžiasi:

- Paskutiniu metu pradėjau gauti grasinančius laiškus.

- Laiškai, žinoma, anoniminiai?

- Ne. Pasirašyti.

- Kieno?

- Mokesčių inspekcijos...",anekdotai,"Ateina,naujasis,rusas,į,miliciją"
"Beprotnamis. Darbuotojai paskelbia akciją:
 - Jei gerai elgsitės tai leisim i baseiną paplaukioti. 
Bepročiai gerai elgėsi ir po savaites jau plaukiojo baseine. Ateina seselė ir jiems sako :
 - Jei kita savaitę taip pat gerai elgsitės tai ir vandens ileisim!",anekdotai,"Beprotnamis.,Darbuotojai,paskelbia,akciją:,-"
"Eina girtuoklis namo miðkeliu. Jau naktis, tamsu, beveik nieko nematyti. Eidamas girtuoklis suklumpa ir trenkiasi galva á medá. Sumurma: 

- Atleiskite, atsipraðau, netyèia uþkliuvau... 

Paskui ðiaip taip atsikelia, eina toliau. Aiðku, vël trenkiasi á medá: 

- Oi, atleiskit... Netyèia... Eina toliau... Dar medis, kitas medis, vël medis. Girtuoklis klupinëja, atsipraðinëja... Galø gale sustoja ir taria: 

- Gal geriau palauksiu, kol jûs visi praeisite...",anekdotai,"Eina,girtuoklis,namo,miðkeliu.,Jau"
"- Kai sifeliu uzsikreete 
 - Buvo jis ti penkeriu
 - Nezino ka dabar daryti 
 - Nes neturi jis draugu
 - Buvo mazas plikas ir vijurkas
 - Dabar garbanotas ir pridurkas(pilotas)",anekdotai,"-,Kai,sifeliu,uzsikreete,-"
"Poručikas Rževskis šoka su Nataša.
- Nataša, o kodėl jūs be kelnaičių?
- O kaip jūs supratote?
- Pas jus pleiskanos ant batelių.",anekdotai,"Poručikas,Rževskis,šoka,su,Nataša."
"Daugiaaukščiame name skambutis į merginos duris: 
- Laba diena, norėčiau prisistatyti, esu jūsų naujas kaimynas. 
- O, labai malonu. Jūs - iš viršaus, ar iš apačios? 
- Nieko sau... Ką, taip iš karto?",anekdotai,"Daugiaaukščiame,name,skambutis,į,merginos"
"Jeigu indiško filmo pradžioje pamatysite ant sienos kabantį šautuvą, žinokite: filmo gale jis šoks ir dainuos!",anekdotai,"Jeigu,indiško,filmo,pradžioje,pamatysite"
"Kiskis eina visas trukes misku ir prie jo prisoka vilkas:

-hahah suesiu tave

-Bl labai prasau ir greiciau , nes ryt pachmelas toks bus , kad geriau mirt greitai o ne pobiski.",anekdotai,"Kiskis,eina,visas,trukes,misku"
"Gyveno kartą Adomas. Ir buvo jis vienas vienintelis visame pasaulyje. Ir tarė jam Dievas:
- Duosiu aš tau Ievą.
Taip atsirado posakis: ""Neduok, Dieve!""",anekdotai,"Gyveno,kartą,Adomas.,Ir,buvo"
"Susinervines klientas skambina i mobilaus rysio technine tarnyba:

   - Man valanda tkal skambino, o skambucio nebuvo!

   - Turbut jus nebuvote zonoje.

   - Kas nebuvo zonoje, ozka?!!! As nebuvau ZONOJE?!!!",anekdotai,"Susinervines,klientas,skambina,i,mobilaus"
"Anglų šeima ilsėjosi Vokietijoje. Kartą išėję pasivaikščioti anglai pamatė labai viliojantį namelį, kuris pasirodė idealus kitų metų atostogoms. Kaip paaiškėjo, namo šeimininkas - dvasininkas. Su juo poilsiautojai turėjo sudaryti nuomos sutartį. Kai šeima grįžo į Angliją, moteris pisiminė, kad nematė ten tualeto - nei namie, nei šalia jo, tad ji nusprendė parašyti dvasininkui laišką: ""Gerbiamasis pone, Jums rašo šeima, kuri išsinuomojo Jūsų namelį. Apgailestaujame, kad pamiršome paklausti, kur yra WC. Ar galėtumėte mums atsakyti. Su pagarba... ""
Perskaitęs laišką dvasininkas nesuprato, ką reiškia raidės WC. Galų gale nusprendė, kad turima galvoje bažnyčia Walls Chapels ir parašė jiems tokšį atsakymą: ""Gerbiami ponai, dar kartą dėkoju už jūsų pasirinkimą ir turiu garbės pranešti, kad Jus dominanti vieta yra už 12 km nuo namo. Tai ne visiškai patogu tiems, kurie joje dažnai lankosi. Tuo atveju galima pasiimti užkandžių pietums. Ten galima nuvažiuoti automobiliu arba dviračiu. Tik visada pageidautina atvykti anksčiau, kad gautumėte sėdimas vietas ir netrukdytumėte kitiems. Toje vietoje oras kondicionuojamas, vaikai pasodinami šalia mamų. Visi gieda choru. Prie įėjimo išduodamas lapelis. Pavėlavusieji gali naudotis savo kaimyno lapeliu, pabaigoje lapeliai turi būti grąžinami, kad paskui juos būtų galima išdalyti vargšams. Yra įrengtas garso stiprintuvas, kad lauke būtų girdėti kas vyksta viduje. Taip pat įrengti specialūs langai, suteikiantys galimybę stebėti įvairias žmonių pozas. Tikiuosi, pateikiau pakankamai išsamią informaciją. Linkėjimai... """,anekdotai,"Anglų,šeima,ilsėjosi,Vokietijoje.,Kartą"
"Dviese guli lovoje. Vaikinas sako: 

- Mieloji, að tave siaubingai myliu... 

- Taip, ið tikro siaubingai, - atsako mergina.",anekdotai,"Dviese,guli,lovoje.,Vaikinas,sako:"
"Parduotuvėje:
 - Duokite prašau man ruloną tualetinio popieriaus. 
 - Kokios spalvos? 
 - Baltos, aš pats nuspalvinsiu.",anekdotai,"Parduotuvėje:,-,Duokite,prašau,man"
"Ateina Dievas pas Adomą ir sako: 
- Turiu tau dvi geras žinias ir vieną blogą. Pradėsiu nuo gerų. Vakar neturėjau ką veikt ir nusprendžiau tave apdovanoti dviem dalykais: 1) apdovanoju tave protu, kad galėtum pažinti pasaulį; 2) apdovanoju tave tokiu... organu, kuris tau bus neapsakomo malonumo šaltinis, be to ir Ieva labai džiaugsis. 
Adomas: 
- Tai kokia gi gali būti bloga žinia po tokių dviejų gerų? 
- Matai, bloga žinia ta, kad tu negalėsi šiais dalykais naudotis abiem iš karto...",anekdotai,"Ateina,Dievas,pas,Adomą,ir"
"Dantys sako liežuviui: 
- Jeigu aš įkąsiu tau, tu imsi kraujuoti.
Liežuvis atsako:
- Jeigu aš neteisingai panaudosiu vieną žodį prieš ką nors, jūs visi 32 išlėksite iš čia.",anekdotai,"Dantys,sako,liežuviui:,-,Jeigu"
"Kova už taiką - tai tas pats, kas seksas už nekaltybę.",anekdotai,"Kova,už,taiką,-,tai"
"Kartą dievas sukūrė Adomą. Vėliau sukūrė jam Ievą. Jie ėmė gyventi kartu. Praėjus savaitei, Ieva tarė Adomui:
 - Brangusis, ar tu nieko prieš, jei pas mus savaitėlei atvažiuos mano mama?",anekdotai,"Kartą,dievas,sukūrė,Adomą.,Vėliau"
"- Mano katinas nenormalus, kaip koks bebras. 
 - Ką, baldus graužia? 
 - Ne, tvenkinius kuria.",anekdotai,"-,Mano,katinas,nenormalus,,kaip"
"-PETRIUK, KIEK TU GALI IŠDYKAUTI? MANO KANTRYBĖS TAURĖ JAU PERSIPILDĖ.
-TAI NUSIPIRK KIBIRĄ!...",anekdotai,"-PETRIUK,,KIEK,TU,GALI,IŠDYKAUTI?"
"Pasodina senelį į kalėjimą. Kameroje kaliniai jo ir klausia:
- Už ką sėdi, tėvai?
- Na, matot, mėgau kitiems pokštus daryt…
- Parodyk!
- Ne, paskui primušit mane…
- Nebijok, nemušim!
 Senelis pamirko šluotą šūdų kibire ir pabeldęs į duris iškviečia prižiūrėtojus. Kai tik atsidaro kameros langelis jis su šluotą tiesiai jiems į veidą…
Langelis greit užsidaro, po kelių sekundžių į kamerą įvirsta būrys prižiūrėtojų ir taria:
- Na, tėvai, pasitrauk į šoną…",anekdotai,"Pasodina,senelį,į,kalėjimą.,Kameroje"
"Pateko Bilas Klintonas į pragarą. Pasitiko jį vyresnysis velnias ir sako:
 - Na, tai kaip gyvensim Bilai? 
 - O kaip galima? 
 - Yra labai daug variantų... 
 - Tai prašau, parodykit, ar bent sąrašiuką pateikit? 
 - Kam tas sąrašiukas, aprodysiu, kur patiks, galėsi pasilikt. 
 - Prašau, veskit. 
Nuvedė jį į vieną kambarį - ten senatorius prirakintas, o velniai su bizūnais jį čaižo! 
 - Na ne, šitas man nepatinka, veskit į kitą kambarį. 
Nuvedė jį į kitą kambarį - ten kitas senatorius kabliais ant sienos pakabintas. 
Kraujas varva. 
 - Na ne, šitas man irgi nepatinka, veskit į kitą kambarį. 
Nuvedė jį į trečią kambarį, o ten - sėdi Kenetas Staras, o jam prie kojų klūpo Monika Levinski! 
Klintonas:
 - Va! Va čia man. Va šitas patinka. 
Velnias įėjo į kambarį ir sako:
 - Monika, kelkis, ir eik iš čia. Tavęs pakeisti atėjo...",anekdotai,"Pateko,Bilas,Klintonas,į,pragarą."
"Gydytojas pacientei:
- Daugiau būkite gryname ore ir šilčiau renkitės.
Pacientė savo vyrui:
- Gydytojas rekomendavo man poilsį prie jūros ir šiltus kailinius.",anekdotai,"Gydytojas,pacientei:,-,Daugiau,būkite"
"Darbuotoju rekomendacijose vartojami žodžiai ir tikrosios jų reikšmės:
* PUIKŪS REPREZENTACIJOS ĮGŪDŽIAI.... Geba malti šūdą
* GERI KOMUNIKACIJOS ĮGŪDŽIAI........ Visą darbo laiką plepa telefonu
* GERAS DARBUOTOJAS.................. Yra ir blogesnių *
* ITIN AUKŠTA KVALIFIKACIJA.......... Kol kas dar nepasišiukšlino *
* DARBAS YRA SVARBIAUSIA............. Toks bjaurus, kad niekas su juo neina į pasimatymą
* VISUOMENIŠKAI AKTYVUS.............. Daug geria
* ŠEIMA VISUOMENIŠKAI AKTYVI......... Žmona irgi geria
* NEPRIKLAUSOMAS DARBUOTOJAS......... Niekas nežino, ką jis veikia
* GREITO MĄSTYMO..................... Moka įtikinamai pasiteisinti
* MĄSTO NUOSAIKIAI................... Niekada nepriima sprendimo
* AGRESYVUS.......................... Chamas *
* LOGIŠKAI ORGANIZUOJA DARBĄ......... Darbą užkrauna kam nors kitam *
* TIKSLIAI REIŠKIA MINTIS............ Moka kalbėti lietuviškai
* KRUOPŠTUS.......................... Smulkmeniškas
* TURI LYDERIO SAVYBES............... Aukštas ir garsiai kalba
* PRIIMA TEISINGUS SPRENDIMUS........ jam ""per fuksą"" sekasi
* TURI HUMORO JAUSMĄ................. Žino daug nešvankių anekdotų
* SIEKIANTIS KARJEROS................ Klastingas
* LOJALUS............................ Nesugeba susirasti kito darbo",anekdotai,"Darbuotoju,rekomendacijose,vartojami,žodžiai,ir"
"Nepatogu - tai tuomet, kai kaimyno vaikai į tave panašūs.",anekdotai,"Nepatogu,-,tai,tuomet,,kai"
"- Ką reiškia 6 dantų šepetėliai viengungio buto vonioje? 
 - Sekmadieniais jis dantų nevalo.",anekdotai,"-,Ką,reiškia,6,dantų"
"Ziema, salta, kad nieks nosies is namu nekistu. Ciukcia atvaziavo i Maskva, kas jam tas saltis, o dar tokia proga, tad nusprende butinai nueit i zoologijos soda. 
Nueina ir mato dramblys sokineja, po narva blaskosi. Prieina ciukcia prie sargo ir klausia:
 - Ar tikrai drambliai soka? 
 - Tik siandien, - atsako girtas girtutelis sargas, - mes su priziuretojais siandien isgerem kibira spirito, kuris priklause drambliui, kad neuzsaltu. - Vos suprantamai prasveplavo sargas. 
Grizta ciukcia namo ir sako:
 - Jus nepatikesit ka maciau. Zinokit drambliai soka! 
 - Oho nusitebejo, - kiti ciukcios. 
 - Ir dar zinokit, - sako ciukcia, - jie spirita geria, kad neuzsaltu. 
Aplink choru pasigirsta:
 - ohoho... 
 - Ir dar zinokit, mes tik litra spirito ant galvos padarom, o ten visa kibira... 
 - Ohohohohohoooo....",anekdotai,"Ziema,,salta,,kad,nieks,nosies"
"- Panele, koks jūsų vardas?

- Karmen...

- Ooo..Kas Jums tokį vardą uždėjo?

- Pati susigalvojau.. ""Kar"" - tai automobilis, ""men"" - tai ""bagoti"" vyrai.. O koks jūsų vardas?

- Mano? Mano... BearFuck...",anekdotai,"-,Panele,,koks,jūsų,vardas?"
"stovi blondines dvi stoteleja ir klausia viena kitos:
-Su kokiu autobusu vaziuosi?
-Su pirmu, o tu?
-Su antru.
Atvaziuoja dvyliktas ir abi ilipa :)",anekdotai,"stovi,blondines,dvi,stoteleja,ir"
"Ateina pas gydytoją dama ir sako:
 - Daktare, padėkite, mano Joniukui labai pimpaliuką skauda... 
 - Na, gerai, atveskite, pažiūresim e. 
Kitą dieną dama ateina su Joniuku. Gydytojas apžiūri ir sako:
 - Taip. Nuo šiol Joniuką vadiname Jonu, pimpaliuką - falu, ir pradedame gydyti sifilį...",anekdotai,"Ateina,pas,gydytoją,dama,ir"
"Petriukas pereina iš mokyklos ir mamai sako:
- Mama, ar aš galiu su tavimi nusimaudyti?
- Ne..
- Nu prašau
- Gerai, bet nežiūrėk į apačią, ten katinėliai
- Gerai
Kitą dieną:
-Tėti, ar aš galiu su tavimi nusimaudyti?
- Ne..
- Nu prašau
- Gerai, bet nežiūrėk į apačią ten dešrelė
- Gerai
Kitą dieną močiutės prašo, ar gali nusimaudyti kartu?
- Gerai, bet nežiūrėk į apašią,ten žibintai.
- Gerai
Naktį Petriukas užmigo it išgirdo keistus garsus. Nueina į tėvų kambarį ir šaukia:
- Močiute, greičiau junk žibintus, katinas dešrelę valgo.....:DD",anekdotai,"Petriukas,pereina,iš,mokyklos,ir"
"Vyras tris savaites nesirodė namuose. Žmona net į policiją kreipėsi. Po kiek laiko parsirado visas suvargęs jos vyras ir pareiškė:
 - Tas bin Ladenas tai tikras niekšas! Užmušti jį maža! 
 - O kas buvo? 
 - Įsivaizduok, gavau į darbą laišką, atidariau - o ten balti milteliai! Iš bin Ladeno! 
 - Užkrečiami? 
 - Taip! Todėl ir į ligoninę pakliuvau! 
 - Juodligė? 
 - Baisiau! Triperis!",anekdotai,"Vyras,tris,savaites,nesirodė,namuose."
"- Ádomu, kà sako moteris, per naktá patyrusi tris orgazmus? 

- O tu pats neþinai? Ech, tu...",anekdotai,"-,Ádomu,,kà,sako,moteris,"
"- Kaip sužinoti, iš ko gaminama varškė? 
 - Niekas negali to pasakyti.",anekdotai,"-,Kaip,sužinoti,,iš,ko"
"Vyras perka zmonai liemenuka ir niekaip negali isrinkti pagal ismiera.
Pardavejas:
   - Na nors pagal forma, kas tai: persikas, obuolys, gal mazas moliugas?
   - Spanielio ausys...",anekdotai,"Vyras,perka,zmonai,liemenuka,ir"
"Patenka senukas į kamerą. Zekai nusprendžia iš jo pasišaipyti.
-Na, tėvai, pas mus čia toks kaip ir ritualas yra, arba akį tau išduriam, arba užpakalį atstatai. Ką renkiesi?
Senukas atsidūsta:
-Na, ką, durkit akį, piderastai.
-Ką??? Kokie mes tau piderastai???
-Tai kad tarp jūsų nei vieno vienaakio nematau....",anekdotai,"Patenka,senukas,į,kamerą.,Zekai"
"Pakso žmona lovoje:
 - Ar svajojai kada, Rolandai, kad tu, paprastas lakūnas, miegosi vienoje lovoje su prezidento žmona?",anekdotai,"Pakso,žmona,lovoje:,-,Ar"
"Eina du medžiotojai mišku. Staiga pirmas sako:
- Matei?
- Ką? , - klausia antras medžiotojas.
- Kiškis prabėgo.
- Ne, nemačiau.
Eina toliau, staiga pirmas vėl sako:
- Matei? Lapė prabėgo.
- Ne, nemačiau.
Eina toliau, staiga pirmas vėl sako:
- Matei?
Antras medžiotojas šįkart jau nenori apsigauti. Sako:
- Mačiau.
- Tai kodėl įlipai? ..",anekdotai,"Eina,du,medžiotojai,mišku.,Staiga"
"GRIZTA ZMOGEDRA NAMO, O TEN JO BROLIAI BUTELIGERIA",anekdotai,"GRIZTA,ZMOGEDRA,NAMO,,O,TEN"
"PTERIUX PRIEINA PRIE VIRTUVEJE DIRBANCIOS MAMOS: 

- MAMA, TURIU TAU KAI KA PASAKYTI? 

-NA, SAKYK! 

-BET TU NEPYKSI?? 

-NEZINAU, 

-PAZADEK, KAD NEPYKSI? 

-NA GERAI, SAKYK! 

-TAI VA, BUVO TOX STIKLAINIS UOGIENES SPINTOJE, TAI VA, AS JI JA SUVALGIAU... 

-NA TAI NE TAIP JAU BAISU.... 

-NA....BET CIA DAR NE VISKAS.... 

-O KAS DAR? 

-MATAI, AS I TA STIKLAINI PRIKAKOJAU..... 

IS KITO KAMBARIO PASIGIRSTA VYRO, SKAITANCIO LAIKRASTI, BALSAS! 

-TAI VA, O TU SAKEI, KAD SUSICUKRAVO, SUSICUKRAVO.......",anekdotai,"PTERIUX,PRIEINA,PRIE,VIRTUVEJE,DIRBANCIOS"
Pradžiai galite pakviesti ją į kavinę... O galui geriau nupirkite gumytę.,anekdotai,"Pradžiai,galite,pakviesti,ją,į"
"Pabego dramblys is zoologijos sodo, ilindo diedukui i darza, o tas is po
vakarykscio ziuri pro langa ir greiciau policijai skambinti:
  - Vyrai, cia pas mane darze gigantiska pele uodega mano kopustus skabo!
  - Ir ka ji su tais kopustais daro?
  - Pasakysiu - nepatiketise...",anekdotai,"Pabego,dramblys,is,zoologijos,sodo,"
"Panelė savo draugui:
  - Brangusis, o aš tau turiu Kinder siurprizą,  -  tarė švelniai, švelniai glostydama savo pilvą.",anekdotai,"Panelė,savo,draugui:,-,Brangusis,"
"Petriukas parëjæs ið mokyklos skundþiasi:

- Tëti, mokytoja ðiandien liepë pagal uodegas paukðèius atpaþinti, ir að gavau dvejetà.

pasipiktinæs tëtis kità dienà nuëjo á mokyklà, ákiðo pro biologijos kabineto duris nuogà uþpakalá ir sako:

- Na, mokytoja, atspëkit, kieno tëtis atëjo!",anekdotai,"Petriukas,parëjæs,ið,mokyklos,skundþiasi:"
"Mama raudonkepuraitei deda bandeles kraitele. Ir mama sako:  -tave senelė spaus sakys""gyvuliai neserti,indai neplauti,, o tu nenusileis sakyk""bandeles su mesa 1.20lt,o bandelės su suriu 3.50lt.,,:-D",anekdotai,"Mama,raudonkepuraitei,deda,bandeles,kraitele."
"Piemuo ziuri eina blondine ir galvoja reikia ja kaip nors apgauti ir sugalvoja liepsiu jai suskaiciuoti avis o jei atspes
atiduosiu viena avi taip ir padare blondine eme ir pasake 100 piemuo sako teisingai nu tai ka rinkis avi blondine issirenka ir vedasi o piemuo reke e blondine palik SUNI!!!!!",anekdotai,"Piemuo,ziuri,eina,blondine,ir"
"Vaikinas sako savo mamai:
 -Šiandien pas mane ateis 3 merginos, vieną iš jų aš ruošiuos vesti. Tu pasistenk atspet kurią, gerai?
Po to, kai merginos išėjo, vaikinas ir klausia:
 - Na, kaip tu galvoji kuri?
 - Viskas aišku, ta, kuri per vidurį sėdėjo.
 - Nu nieko sau! O kaip atspėjai?
 - Ai, ji jau dabar mane nervina.",anekdotai,"Vaikinas,sako,savo,mamai:,-Šiandien"
"- Mama, o mes šiandien su mokiniais mokykloje matavome, kieno pim**las ilgesnis ir pasirodo, kad mano ilgiausias!
- Na ir teisingai, sūnau! Tu gi - mokytojas.",anekdotai,"-,Mama,,o,mes,šiandien"
"Sėdi du narkomanai ant upės kranto. Vienas sako kitam:

 - Klausyk, man nugarą niežti. Ar galėtum man ant nugaros nupiešti vertikalias linijas? 

Antrasis narkomanas nupiešia. 

 - O dabar horizontalias? 

Narkomanas nupiešia. 

 - O dabar ar galėtum sužymėti iš viršaus žemyn raidėmis, o iš kairės į dešinę skaičiais? 

Narkomanas sužymi. 

 - O dabar, būk geras, pakasyk man kvadratą A4...",anekdotai,"Sėdi,du,narkomanai,ant,upės"
"Po operacijos ligonė kreipiasi į gydytoją:
- Sakykit, o kada aš galėsiu pradėti normalų lytinį gyvenimą?
- Na, aš net nežinau. Manęs šito dar niekas neklausė po tonzilių šalinimo...",anekdotai,"Po,operacijos,ligonė,kreipiasi,į"
Jus zinotia jeigu lapinas su lape *dulkisnasi* Lapinas GIMDO,anekdotai,"Jus,zinotia,jeigu,lapinas,su"
"Skrenda erelis placiai apziurinedamas savo zemes,staiga is siknos islenda kirminas ir sako:
-eee ereli koks aukstis?
-800 metru...!!!
-mmmhm aisku...
po penkiu minuciu isleda vel:
- hei hei hei ereli koks aukstis?
-900 metru...!!!
islenda vel po 5 minuciu: 
-ooohhhhh eee ereli koks aukstis?
-Visas kilometras!!!
-E ereli tu ziurek neapsisik nes mano seimyna jau jaudinas ;)",anekdotai,"Skrenda,erelis,placiai,apziurinedamas,savo"
"Petriukas su Birute zaidzia slepyniu... Petriukas pasislepes po mociutes sijonu... 

Petriukas veliaus islenda... Birute sako: 

-Va, radau... 

O, Petriukas, Atsako: 

-Spyga tu butum radus, jei mociute ne paperdejus",anekdotai,"Petriukas,su,Birute,zaidzia,slepyniu..."
"Pacijentas-gydytojui:
-Gydytojau turiu problemą-nestovi.
-Ką gi, tai galima išįspręsti dvejais būdais. Pirmas: tik viena operacija, kainuojanti 30 000 dolerių ir vėl viskas tvarkoje. Antras: kelios operacijos, trūksiančios vieną menesį už 10 000 dolerių.
-Prieš priimant tokį sprendimą norėčiau pasitarti su šeima.
-Gerai, ateikite rytoj.
Rytojus:
-Na, kokį gi sprendimą jūs priimėte?
Vyras atsidūsęs:
-Darysime virtuvės remontą...",anekdotai,"Pacijentas-gydytojui:,-Gydytojau,turiu,problemą-nestovi.,-Ką"
"Kalėdų išvakarėse teisėjas, apimtas šventinių nuotaikų, klausia kalinio:
- Kuo esi kaltinamas?
- Pernelyg ankstyvu kalėdinių dovanėlių pirkimu, - atsako šis.
- Bet juk tai ne nusikaltimas, - tarė teisėjas. - Kada gi tu pradėjai apsipirkinėti?
- Dar iki parduotuvės atidarymo, - atsako kalinys.",anekdotai,"Kalėdų,išvakarėse,teisėjas,,apimtas,šventinių"
"Kalbasi dvi sekretorės. 
 - Baisus išradimas spausdinimo masinėlė. 
 - Kodėl? 
 - Kai nedirbi, visi girdi.",anekdotai,"Kalbasi,dvi,sekretorės.,-,Baisus"
"- Ar žinote, ką darytų princesė Diana, jei prisikeltų iš numirusių? 
 - Draskytų karsto dangtį!!!",anekdotai,"-,Ar,žinote,,ką,darytų"
"Buvo dvi vienuolės... 

Viena - Sesuo Matematika (SM), o kita - Sesuo Logika (SL). 
Temsta, o jos vis dar toli nuo vienuolyno. 

SM: Ar pastebėjai, kad tas vyras mus seka jau trisdešimt aštuonias su puse minutės? Kažin, ko jis nori? 

SL: Logiška. Jis nori mus išprievartauti. 

SM: O ne! Einant šiuo greičiu, jis mus pavys per 15 minučių. Ką mes galime padaryti? 

SL: Logiška - eiti greičiau. 

SM: Tai nepasiteisina. 

SL: Žinoma, nepasiteisina. Logiška. Vyriškis taip pat pradėjo eiti greičiau. 

SM: Tai ką mums daryti? Šiuo greičiu jis mus pavys per vieną minutę. 

SL: Vienintelis logiškas dalykas, kurį galime padaryti - tai išsiskirti. 

Tu eik tuo keliu, o aš eisiu šituo. Jis negalės sekti mūsų abiejų. 

Vyriškis nusprendė sekti Seserį Logiką. 

Sesuo matematika grįžta į vienuolyną ir nerimauja, kas nutiko Sesei Logikai. Tuomet pasirodo sesuo Logika. 

SM: Sese Logika! Ačiū Dievui, tu grįžai! Papasakok, kas nutiko? 

SL: Logiška. Vyriškis negalėjo sekti mūsų abiejų, tad nusekė mane. 

SM: Taip, taip! Bet kas nutiko po to? 

SL: Logiška. Aš pradėjau bėgti, kaip galėdama greičiau. 

SM: Ir? 

SL: Logiška. Jis mane pavijo. 

SM: O, brangioji! Ką tuomet darei? 

SL: Logiška. Pasikėliau sijoną. 

SM: O, Sese! O ką darė vyras? 

SL: Logiška. Jis nuleido žemyn kelnes. 

SM: O ne! Ir kas tada? 

SL: Taigi logiška, Sese. 
Vienuolė su pakeltu sijonu bėga greičiau, nei vyras su nuleistomis kelnėmis. 
Visiems, kas pagalvojo kitaip, sukalbėti tris Sveikamarijas",anekdotai,"Buvo,dvi,vienuolės...,Viena,-"
"Žmogėnas sako pagyvenusiai blondinei sekretorei:
- Jūs atrodote labai jauna... Sprendžiant pagal jūsų protą...",anekdotai,"Žmogėnas,sako,pagyvenusiai,blondinei,sekretorei:"
"Ar žinote, kaip buvo išrasta viela? Tiesiog du žydai kartą varinės kapeikos nepasidalino...",anekdotai,"Ar,žinote,,kaip,buvo,išrasta"
"Rusija, þiema, uþðalæs eþeras prie kaimo. Ant eþero ledo sëdi du þvejai ir þvejoja. Staiga kaime skamba cerkvës varpai - boom, booom. vienas þvejys paðoka, nusiima kepuræ, ir prisispaudæs jà prie krûtinës stovi ir tyli. 

kitas nustebæs: 

- kas tau? 

stovintis: 

- þmonà laidoja..",anekdotai,"Rusija,,þiema,,uþðalæs,eþeras,prie"
"Vieną kartą trys blondinės rado stebuklingą lempą, patrynė ją ir iššoko džinas. Jis leido kiekvienai sugalvoti po norą. Pirmoji sako: 
- Aš noriu būti truputi protingesnė negu dabar ir jinai pavirto brunete. 
Antroji sako: 
- Aš noriu buti protingesnė už pirmąją ir jinai pavirto šatene. 
O trečioji sako: 
- Aš noriu būti protingesnė už pirmas dvi ir jinai pavirto vyru.",anekdotai,"Vieną,kartą,trys,blondinės,rado"
Kodel blondine padare dvi kruveles ismatu? nes pamirso nusimti stringus!!!,anekdotai,"Kodel,blondine,padare,dvi,kruveles"
