category,title,post_slug,image_src,image_alt,post_content,post_excerpt 
society,A 29-year-old man was detained for sexual assault on a girl escaped from a juvenile center,a-29-year-old-man-was-detained-for-sexual-assault-on-a-girl-escaped-from-a-juvenile-center,https://okdiario.com/img/2016/06/25/policia-nacional-655x368.jpg,A 29-year-old man was detained for sexual assault on a girl escaped from a juvenile center,"<p> The National Police has arrested a <strong> 29-year-old Venezuelan man in Granada who was allegedly responsible for the sexual assault of a 14-year-old girl who had escaped from a juvenile center and the I had picked up when hitchhiking in the center of the capital of Granada. </p> <p> The arrested has no police record and has been brought to court this Wednesday, as reported by the National Police in a press release. </p> <p> The investigations began when in 091 a notice was received from the staff of a center for minors under the Junta de Andalucía, who reported that 'a young woman, who had run away from the center, had returned stating that an individual I had sexually assaulted her. '</p> <p> The agents displaced to the site gathered information about the event and circumstances that had occurred and began the investigation to identify the man, whom' the young woman did not know beforehand. and that he had picked it up in his vehicle when he was hitchhiking 'in early August around the Palace of Exhibitions and Congresses of Granada. </p> <p>  He returned to the center  </p> <p> Agents of the Judicial Police Family Assistance Unit continued with the investigation and obtained indications of the authorship of the young person who 'had offered to take the minor in a situation of helplessness in his vehicle and that he had finally consummated the rape. '</p> <p> Once the alleged perpetrator was identified, the police established a device for his arrest and carried it out, intervening certain effects related to the fact. </p>",The National Police has arrested a 29-year-old Venezuelan man in Granada who was allegedly responsib...
culture,"Billboard: 'Johnny English: back in action', 'The Rider' and other releases of the week",billboard-johnny-english-back-in-action-the-rider-and-other-releases-of-the-week,http://thumb9.shutterstock.com/thumb_large/229483/145382506/stock-photo-large-concrete-hall-with-advertising-billboard-and-illumination-lamp-145382506.jpg,"Billboard: 'Johnny English: back in action', 'The Rider' and other releases of the week","<p> The most peculiar secret agent returns to the big screen with 'Johnny English: Back in action', in a week characterized by the variety of genres, with the dramatic western 'The Rider', the animated feature film 'Ana and Bruno 'and the  thriller  Spanish' Diana ', among others. </p> <p> A cyber attack has revealed the identity of all the country's secret agents and only one person can solve it: Johnny English. The most unique and hilarious agent of the British Intelligence Service has returned, although he will have to 'fight' with the fortunate advance of technology to find the guilty hacker. </p> <p> David Kerr directs the third installment of the saga, starring the legendary actor and humorist <strong> Rowan Atkinson </strong> (Mr. Bean) who, accompanied by Emma Thompson, Olga Kurylenko and Jake Lacy, returns to parody James Bond. </p> <p> The search of a new identity can be a long introspective journey, a theme beautifully portrayed in 'The Rider' with the story of Brady, a rodeo star and magical horse trainer who, one tragic day, suffers an accident that makes him unable to return to ride. </p> <p> Winner of the Directors' Fortnight at the Cannes Film Festival, its director Chloe Zhao proposes a dreamlike and harmonious visual style, achieving a different western. </p> <p> 'A teacher does not have to to fall well, it has to be understood ', that's the way This is the education of Madame Géquil, a French teacher who is disowned by her students and coworkers and who one night, after being struck by lightning, is transformed into a completely different being. </p> <p> is an eccentric comedy based on 'Robert Louis Stevenson' and stars <strong> Isabelle Huppert </strong>, nominated for an Oscar for Best Actress for 'Elle' and recently awarded Best Actress at the Locarno Festival for this role . </p> <p> Ana is a very special girl who, looking for her dog Choco, meets a very strange being: Bruno. This will present to the rest of his friends, a group of imaginary beings who live in a psychiatric hospital, who will try to escape from there to reunite the parents of the protagonist and, incidentally, live many adventures. </p> <p > This Mexican animated film, based on the novel 'Ana' by Daniel Emil and directed by <strong> Carlos Carrera </strong>, has been very well received by the critics, due to its intelligence, humanity and moving character. </p> <p> Alejo Moreno, journalist of the television program 'Días de cine', debuts in the cinema with 'Diana', the story of a luxury prostitute (<strong> Ana Rujas </strong>) to whom a new client, Jano (<strong> Jorge Roldán </strong>) proposes to spend an entire night in an apartment in Madrid. </p> <p> It will be a pleasant evening until he discovers the name that the escort has tattooed on her leg, 'Diana', and they begin to reveal their hidden identities. </p>","The most peculiar secret agent returns to the big screen with 'Johnny English: Back in action', in a..."
society,A German tourist dies after falling from the 12th floor of her hotel in Palma,a-german-tourist-dies-after-falling-from-the-12th-floor-of-her-hotel-in-palma,https://okdiario.com/img/2018/08/20/coche-policia-nacional-655x368.jpg,A German tourist dies after falling from the 12th floor of her hotel in Palma,"<p> A <strong> tourist of 23 years, of German nationality </strong>, has died this Monday afternoon when falling from the twelfth floor of a hotel located in the Playa de Palma, in a possible case of 'balconing ', so it would be connected to the eighth fatality this year due to this cause in Mallorca. </p> <p> As reported in a statement by the National Police, the girl has fallen into the void for <strong> circumstances that they are being investigated </strong> by the police force. </p> <p> The call to the emergency services was made at 7:00 pm on Monday. The National Police has reported that it has taken over the investigation of this event that took place at seven in the afternoon. </p> <p> A 24-year-old German girl has died this afternoon on the beach de Palma after rushing to the 12th floor of a hotel </p> <p> This event takes place after <strong> an 18-year-old girl has been seriously injured this past morning </strong> after rushing from a height of a third floor in a tourist establishment of Palmanova, in the Mallorcan municipality of Calvià. </p> <p> The wound has been moved by ambulance to the Hospital Son Espases in serious condition, he has reported on 061. </p> <p> The event, which is being investigated by the Civil Guard, has occurred around 5.50 am in Germans Moncada street. </p> <p> So far this summer they have already died in Mallorca eight young people, counting on the German tourist of today, after rushing from a height in different circumst ancias, almost all related to alcohol consumption. </p>","A tourist of 23 years, of German nationality , has died this Monday afternoon when falling from the ..."
Spain,"Herrera: 'We have made Sanchez's book a best seller, we would have to give part of what he earns'",herrera-we-have-made-sanchez-s-book-a-best-seller-we-would-have-to-give-part-of-what-he-earns,http://i.vimeocdn.com/video/504365106_1280x720.jpg,"Herrera: 'We have made Sanchez's book a best seller, we would have to give part of what he earns'","<p> One more week, <strong> Carlos Herrera </strong> brings his 'No without my selfie stick' to OKDIARIO. Greet from the radio studio in Seville on a 'bright' morning and addresses, of course, the case <strong> Pedro Sánchez </strong>. Last week he focused on the doctoral thesis and this, on the book that the current president signs with his 'black' <strong> Carlos Ocaña </strong>, and that plagiarizes the speech of a diplomat with errata included. </p> <p> Herrera addresses Eduardo Inda, director of this medium, to ask him a lot of questions aloud: 'Do you know that we have made Pedro Sanchez's book a best seller? Do you know that I just told Amazon that there is a flood of requests from the book that had sold 10 copies, which would buy some clueless progress, his family or himself, you know, and that are being sent right and left ? If at the end we are going to make it a business! ', Says the journalist. </p> <p> Next comes a fun part. Herrera lists the situations in which the reading of 'The new diplomacy of the Spanish economy' (this is the name of the book) is more than recommended: 'It is ideal for summer, a trip, a train trip, a warm night ... And to discover the secrets of what others think, not necessarily Sanchez, about Spanish economic diplomacy. '</p> <p> Herrera has a' theory 'about how the idea of ​​the thesis could be born and how Sanchez gave for good the formula by which, ignoring, would end up being a doctor and even with an 'apt cum laude' of qualification. What has no doubt is the 'art' of Sanchez to make your book has the impact of one of Eduardo Mendoza or Arturo Pérez-Reverte. 'He would have to give us part of what he earns,' Herrera proposes to Inda. </p>","One more week, Carlos Herrera brings his 'No without my selfie stick' to OKDIARIO. Greet from the ra..."
videos,The Generalitat uses its public address in Gerona to call the officials to protest against the State,the-generalitat-uses-its-public-address-in-gerona-to-call-the-officials-to-protest-against-the-state,https://cdn.pixabay.com/photo/2016/12/21/19/20/barcelona-1923686_640.jpg,The Generalitat uses its public address in Gerona to call the officials to protest against the State,"<p> Every day, minutes before 12 noon, the officials of the Girona delegation of the <strong> Generalitat </strong> listen through the loudspeaker of the building a call to concentrate on protest against the State. </p> <p> 'Because we can not normalize prison and exile, we wait for you at the concentration of 12', is heard daily. The message, repeated over and over again, causes workers to leave their posts for a few minutes and make a strike to protest the imprisonment of the independence leaders. </p> <p> This action means that those who decide not to participate in it remain appointed to their superiors and colleagues to remain in place while others perform the protest. </p> <p> This type of work stoppages have been promoted in Catalan public institutions during the past year. The application of Article 155 also did not stop these scenarios that have been repeated throughout the Catalan territory. </p> <p> Officials are one of the objectives of the independence movement to expand their ideas inside and outside of Catalonia. As OKDIARIO published, DIPLOCAT itself trained officials to be 'future ambassadors of Catalonia'. '<Strong> At the request of the Government </strong>, Diplocat has a specific training for workers in the Catalan public service. Not only the Generalitat, but also the provincial councils and the 947 municipalities, with the aim of identifying the best prepared so that tomorrow they can <strong> nourish the Ministry of Foreign Affairs </strong> ', acknowledged the former secretary general of the Diplocat, <strong> Albert Royo Mariné. </strong> </p> <p> Another case was the one of <strong> Manresa City Council </strong> has decided to call for officials to work next 12 October, day of the National Holiday. The holiday is regulated by law the <strong> Law 18/1987, of October 7, </strong> whose only article states: 'Declares <strong> National Holiday of Spain </strong>, for all purposes, on October 12 '. Public employees who do not come to work will have to notify the City Council, so they will be marked. This was how <strong> OKDIARIO </strong> was discovered when he found posters hanging on the walls of the consistory. <strong> 'Working day, I do not party' </strong>, say the warning. </p>","Every day, minutes before 12 noon, the officials of the Girona delegation of the Generalitat listen ..."
Spain,"Inda: 'The left has done the favor of his life to Pablo Casado, has brought him closer to the presidency'",inda-the-left-has-done-the-favor-of-his-life-to-pablo-casado-has-brought-him-closer-to-the-presidency,https://okdiario.com/img/2018/09/26/gran-premio-singapur-f1-alonso-143x89.jpg,"Inda: 'The left has done the favor of his life to Pablo Casado, has brought him closer to the presidency'","<p> The resolution that exonerates Pablo Casado had its place during the debate on LaSexta Noche. The director of OKDIARIO stressed that 'it is evident that the left is angry because it has backfired.' Eduardo Inda evaluated that 'it was a mistake to place this game on a playground called Supreme Court, since all the people of the judicial career, whether left or right, said that there was no case here, and it has already been substantiated '. </p> <p>' And they have done Casado the favor of his life, 'Inda said,' the left has put it much closer to the presidency of the Government. '</p> <p> Inda He recalled that prosecutor Navajas, who signed the letter, 'was the person who requested the dismissal in the case in which Baltasar Garzón was convicted', highlighting the information published by OKDIARIO in which it is reported that the resolution that exonerates the leader of the PP, <strong> Pablo Casado </strong>, of all culpability in the case of his master's degree at the Rey Juan Carlos University (URJC) in Madrid had the approval of the State's attorney general, <strong> María José Segarra </strong>, belonging to the Progressive Union of Prosecutors (UPF). </p> <p> E He explained that 'what prosecutor Navajas says is that the investigating judge of Plaza de Castilla based his decision to raise the issue to the Supreme in 'conjecture or suspicion', which was a prospective investigation, which is strictly prohibited by law. therefore, there was nothing here, unfortunately for the left. '</p>",The resolution that exonerates Pablo Casado had its place during the debate on LaSexta Noche. The di...
Spain,Inda: 'What Sanchez has to do with his doctorate is to return it because he has stolen it',inda-what-sanchez-has-to-do-with-his-doctorate-is-to-return-it-because-he-has-stolen-it,https://cdn.pixabay.com/photo/2015/01/08/13/51/grape-vine-592995_640.jpg,Inda: 'What Sanchez has to do with his doctorate is to return it because he has stolen it',"<p> The plagiarism of the thesis of Pedro Sánchez had its place in the debate on LaSexta Noche. OKDIARIO has been the spearhead in the exclusive unveiled in this matter, to the point that Sanchez threatened via bureaufax with taking legal action if this newspaper is not retracted, and Eduardo Inda recalled that on the cover of this medium there is a legend remembering the days that have passed since that burofax without any demand. </p> <p> Inda reviewed the information published in recent days by this means, including the new cases of plagiarism, that Sánchez, in his thesis, plagiarized texts Speeches by former Minister of Industry Miguel Sebastián, extracts from the power point that Sebastián used in a tour of the United States to sell the Spain brand, which was also plagiarized by a conference given by the former president of the Chamber of Commerce and president of Freixenet, Pepe Bonet . 'And it is increasingly clear that this thesis was not done in two hands, as the law dictates, but that it was done in eight hands'. 'What Mr. Sánchez has to do is return his doctorate, because he has stolen it, and when you steal something, what you have to do is return it.' </p> <p> 'The Spaniards are thought to be assholes,' Inda said. to tell him that from Moncloa those coincidences had been attributed to 'an error'. 'When you shoot and plagiarize you do it knowingly, silly is not Mr. Sánchez'. </p>",The plagiarism of the thesis of Pedro Sánchez had its place in the debate on LaSexta Noche. OKDIARIO...
Spain,Inda: 'It is evident that Aznar has more parliamentary stature than that Rufián and that Pablo Iglesias',inda-it-is-evident-that-aznar-has-more-parliamentary-stature-than-that-rufian-and-that-pablo-iglesias,https://cdn.pixabay.com/photo/2015/01/08/13/51/grape-vine-592995_640.jpg,Inda: 'It is evident that Aznar has more parliamentary stature than that Rufián and that Pablo Iglesias',"<p> Eduardo Inda unveiled the collection of bonuses at the Popular Party on January 18, 2013. 'Mr. Aznar, referring to the illegal financing of the PP, did not tell the truth, that is incontrovertible' the director of OKDIARIO, 'In Genoa 13 they were paid bonuses in black, that is beyond doubt'. </p> <p> 'Beyond that, cases of irregular financing have also had the Socialist Party, has had Podemos, who as well said Aznar has been financed by Iran and Venezuela. '</p> <p> Finally,' what remains beyond any reasonable doubt, from the point of view of forms and substance, is that the former president Aznar showed that he has much more parliamentary size than Rufián and Pablo Iglesias. '</p>","Eduardo Inda unveiled the collection of bonuses at the Popular Party on January 18, 2013. 'Mr. Aznar..."
Spain,The elderly that Carmena wants to evict in Hortaleza are demonstrating against the mayor,the-elderly-that-carmena-wants-to-evict-in-hortaleza-are-demonstrating-against-the-mayor,https://okdiario.com/img/2018/09/21/desahucio-carmena-hortalez-500x620.jpg,The elderly that Carmena wants to evict in Hortaleza are demonstrating against the mayor,"<p> The district of Hortaleza has turned this Monday <strong> to support the group of older people that the City wants to evict </strong> from a local municipal where they spend their free time. </p> <p> This Monday has celebrated <strong> the first concentration of protest </strong> for the situation that was reported in the OKIOARIO scoop. In addition to dozens of anonymous Madrileños, there have also been political representatives. For the popular municipal group has been the council <strong> Inma Sanz </strong> and for Citizens the spokesperson in the district <strong> Juan Escrivá. </strong> Also <strong> neighborhood associations of other neighborhoods </strong> have approached to support them, has been the case of the Usera. </p> <p> <strong> 'No to closing', 'Carmena evicts us' or 'No elderly without room' </strong> have been some of the slogans that have been chanted in the neighborhood of Las Cárcavas. In total they have joined the protest <strong> more than 100 people. </strong> In addition to the phrases that have been chanted those affected have placed large banners to publicize their situation. </p> <p> Sanz, secretary general of the local PP municipal group, explains that 'next Wednesday if nobody redresses it, many elders from the neighborhood of Las Cáravas <strong> will see no place to be, play cards, socialize, not to be cold in the street, not being alone at home, etc. '. </strong> </p> <p> The 'popular' mayor says they are working to try to remedy the situation. <strong> 'We think it's really sad </strong> that, after being more than 20 years, at a whim of the current government team they want to kick, we will support them, because it should not be produced,' he says. The first thing to do is to stop the eviction and then look for alternatives, consider from the game of the tern. </p> <p>  Eviction Letter  </p> <p > On Wednesday, September 26, they will have to leave the property by order of the General Director of Heritage of the Consistory of the capital. The objective of this eviction is to <strong> assign that location to a neighborhood association </strong> that already has most of the building in question. </p> <p>    Eviction letter. (Click to enlarge)   </p> <p> <strong> 'For more than 20 years, </strong> the senior center has been installed in a small part of the building, with an entrance independent to the association, <strong> without having had a single problem </strong> or disagreements with them ', they explain in a letter to which OKDIARIO has had access. 'For a couple of years, the elderly have been suffering constant harassment since the association, <strong> we do not know what dark desires have led us to this situation </strong>', they say. 20 years ago the elders themselves put their shoulders together and <strong> they reformed the facilities themselves </strong> in order to have a place to spend their free time. </p> <p>  Amparo a true squatters  </p> <p> Faced with this agility to evict although the legal situation is not clear, the City Council takes much more calm the expulsion of a building that, clearly, is <strong > Illegally occupied in the Paseo del Prado </strong>, the historic building of the Gobernador Street where a squatter house has been installed where the councilors of Carmena go to star in events. </p> <p> On the other hand, the The City Council was also very diligent when it came to <strong> taking out a small business association </strong> from another small local. It was the case of the association PYMES Chamartín. As revealed by OKDIARIO, they made use of a tiny office in a municipal building, but the local Executive evicted them without consideration. </p>",The district of Hortaleza has turned this Monday to support the group of older people that the City ...
economy,What is 'liscening'?,what-is-liscening,https://okdiario.com/img/2018/04/07/conectar-dos-ordenadores-655x368.jpeg,What is 'liscening'?,"<p> One of the main objectives of any company is to achieve a <strong> emotional bond with the target audience </strong>. This can be achieved through a strategy of transmitting values ​​and corporate social responsibility that congenies the expectations of the public with what is sent to it. </p> <p> There are, however, other ways of doing it. One of the most used is <strong>  licensing  </strong>. It consists of obtaining the <strong> right to use a trademark or intellectual property </strong> to be able to insert it into the product or service that is offered. It is an acquisition that does not tend to be infinite, but rather it is marked within a specific geographical term and scope. Obviously, the more powerful the license acquired, the longer the term and the wider the geographical area, the greater the amount (called <strong>  roylaty  </strong>) to which it is 
You will have to face it. </p> <p> The advantages of using this marketing strategy are the following: 
1.- Link the brand with a known image: one of the most common licensing actions is to acquire the rights to use a brand related to a movie or cartoon character that attracts the attention of children. During the time the relationship lasts, the public 'fan' of that will be attracted to acquire that product. </p> <p> 2.- Facilitates differentiation: in a market as competitive as the current one with a large number of products that satisfy very similar needs, it is complicated to generate a memory in the audience. Licensing is a good way to get it. </p> <p> 3.- Increase sales during that period: just by inserting the image of that recognized character, the company, with the same product, will be able to increase the sales. </p> <p> The aspects that a company must assess before embarking on a  licensing  are: </p> <p> 1.- Cost of the license: as commented , the increase in sales thanks to this strategy is practically assured. However, it is necessary to calculate if this increase in income compensates the investment that has been made in the acquisition of the license. </p> <p> 2.- Actions to be carried out once the license is finished: the company must have A plan to build customer loyalty once you can no longer link your brand with that element. We must bear in mind that such a strategy does not transmit a certain corporate image or values, but rather that
The attraction of linking to the image of another is simply achieved. </p> <p> Therefore, if the company wants to keep the clientele obtained, it must carry out image actions that allow it to continue associating it with the values and image of that license. </p>",One of the main objectives of any company is to achieve a emotional bond with the target audience . ...
economy,Aspects to take into account to carry out a market study,aspects-to-take-into-account-to-carry-out-a-market-study,https://okdiario.com/img/2016/02/estudiomercado-e1490894893128-655x368.jpg,Aspects to take into account to carry out a market study,"<p> Before starting the development of a product and all the investment in different areas (production, marketing ...) that involves, the company must analyze whether the idea they have had will have acceptance among the target audience. </p> <p> For this, it is essential to carry out what is called a market study. It consists of asking those who would be our consumers what their preferences and needs are, from here on, designing the most appropriate product. </p> <p> It is possible that, with respect to the initial idea, the study marks different conclusions to the expected ones In this case, it will be essential to reformulate the whole idea and determine if the company has the necessary resources to undertake it. Another option is that the approach of the study has been wrong. So that this does not happen, we will give a series of indications below. </p>","Before starting the development of a product and all the investment in different areas (production, ..."
economy,Carmen and Cristina: 'Fundar Verbena is the best business master we could have studied',carmen-and-cristina-fundar-verbena-is-the-best-business-master-we-could-have-studied,https://okdiario.com/img/2018/06/21/verbena-madrid-interior-655x368.jpg,Carmen and Cristina: 'Fundar Verbena is the best business master we could have studied',"<p> The first  embroidery  of <strong> Verbena Madrid </strong> were made during the free time of Carmen and Cristina, its founders. These two women, who joined their paths in 2016, founded a company that <strong> aims to  resurrect  the old artisan techniques using materials such as raffia </strong>. Today, being inspired by an endangered technique has served to have <strong> seal  influencer . </strong> </p> <p> One year ago, Carmen and Cristina put aside their professional careers, linked to the world of communication, to dedicate themselves to the project 100%. 'We always say that <strong> riding Verbena has been (and is) the best business master we could have studied </strong>. Every day we learn new things, we face problems of all kinds and it gives us the greatest joys that we can imagine. We love <strong> the challenges and each stage is an adventure </strong> in which we try to give the best of ourselves, 'says Carmen. </p> <p> The love they share for craftsmanship has made who, without any kind of financing and with money from their pockets, believe what they call 'the <strong> expression of the new luxury </strong>. The definition of this concept is high craftsmanship. It's about <strong> assessing and understanding the importance of the detail </strong>, of what has been done exceptionally for you and very few people have, 'he explains. </p> <p> Although there are two, they have a great team that reinforces this project. 'We have <strong> many external' legs 'with which we work: artisans, consultants, suppliers </strong> ... Even our families and friends are always there to throw us a cable!'. </p> <p>   Made in Spain  </p> </p> <p> The team of artisans is very broad and extends throughout the national territory, as <strong> the products are  made in Spain  </strong>. 'Depending on the technique we are developing, some people or others are necessary. These artisans are very distributed around the whole Spanish geography and <strong> age and gender are very heterogeneous </strong>. '</p> <p> Each model takes time and dedication, since they are handmade and each one hides a different story. '<Strong> A crown requires approximately twenty-four hours of work </strong> spread over different days due to the needs of the materials development process. To develop the slopes, approximately twelve hours of work are needed per pair, 'they say. </p> <p> And, <strong> the materials always have to pass a filter to be used. </strong>' The raffia case is a marvel: it is a natural fiber, very resistant, that accepts manual dyeing with a result of beautiful colors, surprisingly light and that allows to develop impressive shapes and volumes '. </p> <p>  From verbenas to bags  </p> <p> They started doing street parties for themselves and their friends and now, they have several points of <strong> multi-brand sale worldwide, selling  > online  and a wider range of products </strong>. In fact, now they prepare their <strong> first collection of bags. </strong> 'We make orders all over the world, from our  online  store or from points of sale distributed in different places: Miami, Brussels , Zurich, Madrid, Barcelona, ​​Malaga ... '. </p> <p> Her name, <strong> Verbena, makes a nod to her origin </strong>. The capital is the place of origin of many of its artisans and the refuge where the project was born. A project that has become the  engine  of their happiness and a constant challenge of learning. </p> <p> They still have many plans in mind, but <strong> their closest future leads the name of Verbena. </strong> </p>","The first embroidery of Verbena Madrid were made during the free time of Carmen and Cristina, its fo..."
economy,Inda: 'The Government allows VAT to be the same as the VAT applied to the purchase of a Ferrari',inda-the-government-allows-vat-to-be-the-same-as-the-vat-applied-to-the-purchase-of-a-ferrari,http://c1.peakpx.com/wallpaper/232/786/346/monuments-india-the-taj-mahal-wallpaper-thumb.jpg,Inda: 'The Government allows VAT to be the same as the VAT applied to the purchase of a Ferrari',"<p> The director of OKDIARIO put the focus during the debate on LaSexta Noche on the fact that a good of first necessity such as energy is taxed at the same level as luxury objects. <strong> 'Half of the electricity bill is tax and you know how much per cent is the VAT of the light? The 21st%. As if it were a luxury good '</strong> Eduardo Inda exhibited. </p> <p> <strong>' You buy a luxury item, like a luxury car, and you pay 21%, as well as pay the light '</strong> Inda illustrated. The value added tax on a Ferrari is the same as on a basic good like light in Spain, the same 21%, something that the Government allows. </p> <p> Inda's opinion, 'normal is that the type was hyper reduced to 4%, like any other product of first necessity '. Examples: 'Like food, such as medicines, etc.'. </p> <p> Eduardo Inda also referred to the social bonus, which he described as 'real fudge', arguing in a simple way: 'A family that lives in Puerta of Iron or in the Salamanca district of Madrid that is rotten of money, if it is a large family, has the same possibilities of achieving it as a long-term unemployed person. '</p> <p> Finally, during his long intervention In this part of the debate, Inda recalled that <strong> 'electricity companies, directly or indirectly, employ more than 500,000 people in this country. </strong> And their salaries are above the average salary in Spain.' His message was clear to the Government: 'Stop banging, lower taxes to light, and there you will quickly see how low the electricity bill. But while it rises, there those who win are before Montoro and now Montero, who are the most interested in the price of light is high '. </p>",The director of OKDIARIO put the focus during the debate on LaSexta Noche on the fact that a good of...
economy,Ten businesses around pets,ten-businesses-around-pets,https://okdiario.com/img/2018/05/09/cama-para-perros-655x368.jpg,Ten businesses around pets,"<p> Many families have pets at home, especially dogs and cats. In most cases, they are treated as one of the family. For that reason, they want to give them the same facilities as humans. </p> <p> This aspect opens a wide range of opportunities for entrepreneurs interested in the sector, a fact that has led to the opening of a multitude of businesses that They revolve around well-being and concern for animals. In fact, last year, the sector generated revenues worth one billion euros. Some examples are the following: </p> <p> 1.- <strong> Premium Food: </strong> There are different types of dog food according to their quality. There are people who do not want their animal to eat the typical feed, but instead look for a healthier or more specific diet. </p> <p> 2.- <strong> Social clubs and swimming pools </strong> for dogs: animals require of places to have fun and also cool off during the summer. Similarly, their owners are excited to meet other people who feel the same esteem for them. This is how clubs or spaces designed specifically for this audience have appeared. </p> <p> 3 .- <strong> Specialized canine trainers </strong>: it is not always easy to get an animal to pay attention. Sometimes, you need the help of a professional to set guidelines and explain what to do in each situation. As a result of television programs such an office has achieved an important projection. </p> <p> 4.- <strong> Toy stores: </strong> articles and toys are being designed more and more |
extravagant and attractive for animals. </p> <p> 5.- <strong> Veterinary centers: </strong> In almost every neighborhood it is possible to find a center of this type. Some, given a certain saturation, have opted for
specialize in a specific type of animals, such as exotic animals. </p> <p> 6.- <strong> Animal caretakers: </strong> Work obligations involve spending a lot of time away from home. Some, but, they do not want their animal is so long alone. It is then when a person is hired to take care of them and walk them. </p> <p> 7 .- <strong> Hotels for animals: </strong> if a family is on vacation somewhere by plane, not You can go with your animal. Likewise, they want you to be careful. For this, they will take him to a hotel where they will take care of him, give him food and play with him. </p> <p> 8.- <strong> Social networks: </strong> Animal lovers look for spaces in which communicate. There are different pages where users can exchange opinions and stay to go somewhere. In the same way, there are networks that put caregivers or walkers in contact with owners. </p> <p> 9.- <strong> TV channels: </strong> There is even a specific channel dedicated to dogs. In it, news, recommendations and stories related to this animal are passed all day. </p> <p> 10.- <strong> Animal party business: </strong> When the birthday is over, some people make an announcement. celebration. Well the same with dogs: there are businesses specializing in parties and meetings for animals. </p>","Many families have pets at home, especially dogs and cats. In most cases, they are treated as one of..."
Spain,Members of Anonymous Venezuela leave a message to ZP in the Spanish Embassy: 'Go fuck yourself!',members-of-anonymous-venezuela-leave-a-message-to-zp-in-the-spanish-embassy-go-fuck-yourself,https://pixnio.com/free-images/people/female-women/members-of-the-eastern-united-womens-organization-300x225.jpg,Members of Anonymous Venezuela leave a message to ZP in the Spanish Embassy: 'Go fuck yourself!',"<p> The former President of the Government, <strong> José Luis Rodríguez Zapatero </strong>, is not a well-liked character in Venezuela. His role as mediator and speaker of the Nicolás Maduro regime has provoked the animosity of the majority of the population against the dictator. This weekend, activists of <strong> Anonymous Venezuela </strong> have appeared before the Embassy of Spain in Caracas to leave several messages to ZP: 'Stop meddling in Venezuela, go fuck yourself.' </p> <p> In full controversy with the secretary general of the Organization of American States (OAS), <strong> Luis Almagro </strong>, who told Zapatero that 'my advice is not to be imbecile' and do not defend the dictatorship of Maduro. Now it is the Venezuelan opponents themselves who, once again, show their anger and their anger over the role that the former Spanish president is playing in the country. </p> <p lang = 'es' dir = 'ltr '> Today libertarians from @VenezuelaAnons went to give a message to Zapatero at the Spanish embassy pic.twitter.com/NF1DgsfBZz</p><p>- Orden Natural (@NaturalOrden) September 22, 2018 </p> </p>   </p> <p> Several activists with the Anonymous masks have been presented at the headquarters of the Embassy of Spain in Caracas. There have posted on the wall of the chancellery posters where you could read niceties such as: 'Zapatero, go fuck yourself,' 'Stop getting into Venezuela and get your finger in the ass damn!' Or 'Zapatero, accomplice of the dictatorship '. </p> <p> After the controversy with Almagro, the Executive of Pedro Sanchez has come out in defense of the former president, assuring in a note addressed to the media, that' in relation to the statements of the secretary general of the OAS, including insults to the former president of the government of Spain, José Luis Rodríguez Zapatero, the SEC Secretaría de Estado de Comunicación wants to convey that it is possible to disagree on the merits of an issue, but the respect must not be lost and enter the field of personal insults. And even less when it comes to a former president of the Government of Spain '. </p>","The former President of the Government, José Luis Rodríguez Zapatero , is not a well-liked character..."
