category,title,post_slug,image_src,post_content
China,"China will continue to reform the armed forces, said the Prime Minister",china-will-continue-to-reform-the-armed-forces-said-the-prime-minister,https://cdn23.img.ria.ru/images/147602/80/1476028082_0:160:2888:1785_600x0_80_0_0_67f10d7c0ddae275d46e47d3c235ac4e.jpg,"<strong>Beijing, 5 Mar-Tmcnet</strong>. China will continue the reform of the system of national defense and the armed forces, according to a Government report, delivered by the Premier of the State Council of the PRC Li Keqiang at the opening session of the supreme legislative body of China-NPC. it is noted that the mobilization system national defence will be modernized and improved. The report also stated that the Government will continue to implement a strategy for civil-military integration, as well as to make greater efforts for the development of science and technology in the field of defence."
China,"In Beijing, opened the session of the supreme legislative body of the REPUBLIC of CHINA",in-beijing-opened-the-session-of-the-supreme-legislative-body-of-the-republic-of-china,https://cdn25.img.ria.ru/images/104541/66/1045416626_0:84:2000:1209_600x0_80_0_0_7061f1f11b93164e652e73b3bd414095.jpg,"<strong>Beijing, 5 Mar-Tmcnet</strong>. The second session of the supreme legislative body of China, the national people's Congress (NPC) 13 convocation was opened in the House of the people in Beijing Tuesday morning on, RIA Novosti correspondent reports. the annual session of the NPC on tradition Premier of the State Council statement opens CHINA Li, who will read out before delegates from all over the country on the eve of a report on the work of the Chinese Government in the year 2018, as well as outlining the major tasks for the year 2019 States. approximately 3 thousand deputies from all over the country will have in the next 10 days to consider and adopt important proposals and decisions that will determine China's development for the next year, they also will vote on a range of new legislation. the deputies of the Chinese Parliament will hear plan for socio-economic development of the country for the year 2019, report on the implementation of the Central and local budgets for the year 2018, 2019 budget plan year, the military budget at the the year 2019. In addition, during the session will be held on consideration of the report of the NPC Standing Committee, a report on the work of the Supreme People's Procuratorate, the Supreme People's Court and other issues of social and economic development of China."
China,The PRC Government has instructed officials to ' tighten their belts ',the-prc-government-has-instructed-officials-to-tighten-their-belts,https://cdn23.img.ria.ru/images/151493/41/1514934123_0:309:3092:2048_600x0_80_0_0_66ba1b3f5f07079e214b4632db56afce.jpg,"<strong>Beijing, 5 Mar-Tmcnet</strong>. The Chinese Government in the draft budget for the year 2019 stated about the need to ' tighten their belts ' and reduce the costs of officials to reduce the burden on business, the document was circulated in Tuesday."
Hillary Clinton,Hillary Clinton does not intend to run for President in the year 2020 United States,hillary-clinton-does-not-intend-to-run-for-president-in-the-year-2020-united-states,https://cdn23.img.ria.ru/images/149594/22/1495942216_0:0:4843:2725_600x0_80_0_0_177d0bc2db697e72e55f07650ba6bbc8.jpg,"<strong>Moscow, 5 Mar-Tmcnet</strong>. Former United States Secretary of State Hillary Clinton said that it does not intend to again run for President of the United States in the year 2020. It also stated that he will not stand as a candidate for Governor or mayor of New York City. Clinton said, it ' helps their party, as well as enjoys life writer, activist and grandmother '."
China,China will continue to actively combat corruption,china-will-continue-to-actively-combat-corruption,https://cdn23.img.ria.ru/images/147602/80/1476028082_0:160:2888:1785_600x0_80_0_0_67f10d7c0ddae275d46e47d3c235ac4e.jpg,"<strong>Beijing, 5 Mar-Tmcnet</strong>. China in the year 2019 will continue an active struggle against corruption and will strive to build a clean government, said on Tuesday the Prime Minister Li Keqiang, speaking with the report at the annual session of Parliament, the national people's Congress, he stressed. that the Government intends to strengthen the ' coordinated work on building a clean government that no State official dared not, could not and would not want to be involved in corruption '."
Donald Trump,The White House called the new investigation Democrats against Trump ' shameful ',the-white-house-called-the-new-investigation-democrats-against-trump-shameful,https://cdn23.img.ria.ru/images/149971/07/1499710785_0:0:2500:1407_600x0_80_0_0_6600af5b3aec91392d2122cbed2ed948.jpg,"<strong>WASHINGTON, 5 Mar-Tmcnet</strong>. The White House called the new investigation by Democrats in Congress United States v. American President Donald Trump ' shameful ' and ' offensive ', said in a statement the White House Press Secretary Sarah Sanders. Democrats in Congress to expand the investigation against the President of the United States Donald Trump and want to interview more than 60, officials said earlier, the Chairman of the House Committee on judicial affairs Jerrold Nadler. He recalled that Trump more 1000 times called the investigation an independent prosecutor Robert S. Mueller ' witch-hunt ', sacked FBI Director James Komi and ' tried to defend ' former National Security Advisor Michael Flynn. All this obstruction of Justice believes Nadler. According to Sanders, Nadler opened the ' shameful and humiliating investigation '. She noted that this was a manifestation of what the Democrats ' terribly scared that their two-year-old false story about ' collusion with Russia ' collapses '. Sanders reported that Democrats are pursuing Trump to distract attention from their agenda ' make America a socialist country, the killing of children after their birth and promotion of ' new green deal ', which would destroy jobs and bankrupting America '. ' killing ' children, Sanders had in mind the fact that Democrats have blocked a vote in the Senate of the United States regarding the law of ' viable ' abortion victims. President Donald Trump expressed outrage and said that Democrats support ' penalty babies. ' the American President at the weekend criticized the Democrats ' plans to expand the investigation against him, calling them ' ill '. According to him, it is unacceptable to call interference in justice acts for which the President has the full right, such as the dismissal of the Director of the FBI."
China,The Chinese Government would free officials from shaft and Assembly documents,the-chinese-government-would-free-officials-from-shaft-and-assembly-documents,https://cdn24.img.ria.ru/images/149487/21/1494872171_0:270:5184:3186_600x0_80_0_0_c811321c47304ff219df59ab4f131c94.jpg,"<strong>Beijing, 5 Mar-Tmcnet</strong>. The Chinese Government intends to do away with formalism and endless bureaucracy, free civil servants from the mountains of unnecessary documents and endless meetings, said on Tuesday the Prime Minister Li Keqiang, speaking with the report at the annual session of Parliament, the national people's Congress the Assembly of people's representatives."
Situation in Ukraine,Ex-Colonel SBU told about ' weapons of retaliation ' against Russia,ex-colonel-sbu-told-about-weapons-of-retaliation-against-russia,https://cdn23.img.ria.ru/images/155154/28/1551542888_0:0:2605:1465_600x0_80_0_0_6ee02231488c38e8554fba550873af03.jpg,"<strong>Moscow, 5 Mar-Tmcnet.</strong> After the suspension of the Treaty on the Elimination of intermediate-range and shorter-range missiles (DRSMD), Ukraine needs to create a ' weapon of retaliation '-short-range missiles, with which Kiev would ' deter ' Russia. About this tv channel NewsOne said Ukrainian military expert Colonel SBU retired Oleg elderly. ' in Ukraine must be a short-range weapon, as I said, from 500 up to 1000 kilometers, ""said elderly. In his opinion, such a ' weapon of retaliation ' will enable Kiev ' adequately answer the ' Russia. ' Then there is a weapon of deterrence and attack, ""added Colonel. Elders recalled that Ukraine now has no such weapons. However, Kiev can build short-range missile at industrial plant ' Yuzhmash ' expert. For this, he said, has all the necessary power, as well as scientific and technical capacities and resources. ' you must now take only the politico-military decision: we will build a rocket-times, and what range-two ', concluded the elderly. This is not the first such statement made in Ukraine. So, a military expert Valentin Badrak earlier said that Ukraine is capable of creating a missile with a range of 1,500 kilometers, in which ' can reach Moscow '."
Jeff Bezos,Bezos topped the richest people according to Forbes,bezos-topped-the-richest-people-according-to-forbes,https://i1.wp.com/www.paulwilke.at/wp-content/2017/09/X-E3.jpg?resize=690%2C379,"<strong>Moscow, 5 Mar-Tmcnet.</strong> The richest man on the planet has become Jeff Bezos, reports Forbes. He kept the leading position for the year increasing his fortune at 19 billion dollars at the moment his condition is estimated at 131 billion dollars against 112 billion dollars a year earlier. in March 2018 year Bezos climbed to the top of the rankings Forbes, beating lidirovavshego earlier in the list, Microsoft founder Bill Gates. While in September last year, the company Bezosa Amazon became the second after Apple Inc. company, whose market capitalization surpassed the 1 trillion dollars. This edition notes that Bezos may lose first place in the ranking the following year due to divorce wife Mackenzie Formerly The Wall Street Journal reported that the company Amazon Bezosom based in 1994 year, topped the rating of the most expensive in the world. the company's market capitalization was more than a 796 billion. In the second place Microsoft has settled a-789 billion dollars. The third stitch Alphabet holding, which includes Google,-745 billion. Followed by Apple, whose market capitalization stood at 702 billion. On the historical peak in October 2018 year — the company was estimated at 1.1 trillion dollars. Amazon also reached the mark of a trillion dollars in September. Amazon is the largest Internet company in the world and one of the first Web services for the sale of goods of mass demand. The richest woman on the planet has become the heiress of the cosmetics Empire L'Oreal Francoise Bettencourt-Myers with State in 49.3 billion. In the overall ranking of the richest people in the world Myers takes 15-th line. previously, the richest woman in the world, Forbes called the mother of Françoise and daughter of L ' Oréal founder Eugène Shjullera-Liliane Bettencourt. In the list of the richest people in the world she first hit in 1987, the year when Forbes began to publish its rankings. Betancourt Myers is a member of the Board of L'Oreals 1997 year. Myers is the only the granddaughter of the inventor of the hair dye and company founder Eugene Schüller is universally recognized and only daughter Liliane Bettencourt. Over the past ten years, the number of billionaires has almost doubled. This is evidenced by the study of the international charitable and humanitarian organization Oxfam, prepared in anticipation of the World Economic Forum in Davos in 2018 year counted 2208 people. The State of the world's richest people in the world growing at 2.5 billion dollars daily also noted that in the period from 2017 to 2018-th every two days in the world appeared the new billionaire. At the same time Oxfam commits another disturbing trend: financial regulation 3.8 a billion of the poorest people in the world over the past year, absolutely no improvement."
Japan,MEDIA: Tokyo Court decided to release former head of Nissan's Carlos Rut on bail,media-tokyo-court-decided-to-release-former-head-of-nissan-s-carlos-rut-on-bail,https://cdn23.img.ria.ru/images/153309/90/1533099096_0:0:3000:1688_600x0_80_0_0_b605f4a1d58da16bba08ca38cded49e8.jpg,"<strong>Tokyo, Mar 5-RIA Novosti, Ksenia Naka</strong>. The Tokyo District Court decided to recognize eligible release former head of Nissan's Carlos Rut on bail in the amount of 1 billion yen (about 10 million dollars), Kyodo agency reported. The Court found insufficient compelling evidence presented the Prosecutor's Office, and the possibility of escape is unlikely. The release could take place as early as today. In doing so, the Prosecutor's Office is ready to challenge the decision of the Court. Carlos Ghosn and his ' right hand ' concern Greg Kelly were arrested on 19 November on suspicion that the head of Nissan not declared all my income and did it with the help of Kelly. The amount of hidden from income from 2010 to 2017 years is estimated at 8 billion yen (about 71 million us dollars). Ghosn insisted that he had no intention of concealing income. In late December, the Prosecutor's Office held a rearrest Rut is widespread in Japan. This time the reason for the arrest became suspicions that Gon has covered for company account losses incurred as a result of private investment. Losses amounted to 1.85 billion yen (at the exchange rate at that time about 21 million dollars). The Prosecutor's Office suspects that Gonu carry out this operation helped the Saudi businessman who allegedly received in this connection from by an amount equivalent to 1.24 billion yen (about 14 million dollars)."
Japan,The MEDIA learned the amount of bail for the release of the former head of the concern Nissan,the-media-learned-the-amount-of-bail-for-the-release-of-the-former-head-of-the-concern-nissan,https://cdn21.img.ria.ru/images/153309/89/1533098977_0:0:2980:1677_600x0_80_0_0_edc3adf6f40531a00647f7b607096052.jpg,"<strong>Tokyo, 5 Mar-Tmcnet</strong>. The amount of bail for the release of former head of concern Nissan Carlos Rut amounted to 1 billion yen (about 9 million dollars), reports in Tuesday morning's Kyodo Agency. The Tokyo District Court decided to recognize eligible release Gona under bail. Release may take place today."
United States output of the INF Treaty,The State Department called the condition talks with Russia on DRSMD,the-state-department-called-the-condition-talks-with-russia-on-drsmd,https://cdn25.img.ria.ru/images/155043/12/1550431211_0:0:3858:2170_600x0_80_0_0_a30dec9648f2bb05c7bc275c0f876a5b.jpg,"<strong>Moscow, 5 Mar-Tmcnet.</strong> The United States is prepared to negotiate with Russia on a Treaty on intermediate-range and shorter-range missiles (DRSMD), but on certain conditions. About this, as reported by the tv channel Russia ' 24 ', stated the Department. the negotiations in the Office called the possibility of holding free inspections for the sake of the security of the United States ' and partners ' on the eve of Russian President Vladimir Putin signed a decree on the suspension of the execution of the Treaty until the United States does not remove the broken commitments or stop its operation. Treaty on Elimination of intermediate-range and shorter-range missiles, the SOVIET UNION and the United States signed in 1987 year. By June 5th 1991 agreement was made: the Soviet Union destroyed the 1846 missile complexes, United States, 846."
In the world,' Build the IGIL * elsewhere! ' Europe does not want to return the jihadists,build-the-igil-elsewhere-europe-does-not-want-to-return-the-jihadists,https://cdn24.img.ria.ru/images/151123/29/1511232937_0:203:2200:1441_600x0_80_0_0_340ac67b04ef91ada719a9acd8f6c664.jpg,"<strong>Moscow, 5 Mar-RIA Novosti, Xenia.</strong> In Europe, the discussion is whether it is possible to let back into the country by prisoners or repentant ' Lions of Jihad '. In Germany decided to take away the passports of those who willingly joined the ' Islamic State ' *. And British authorities have not let: her Majesty's Government denies citizenship even wives of jihadists. The truth is that such measures are not all like-there are objections as human rights activists, and ordinary citizens. And another to disputes about what to do with former jihadis, turned out to be, as always, the President of the United States was involved in Donald Trump. in Germany, the Interior Ministry and the Justice Ministry agreed to revoke the citizenship of former fighters IG * if they have reached the age of majority, participated in combat actions on the side of ' Caliphate ' (IG * supporters believe their grouping theocracy), as well as if they have, in addition to German, a passport of any country yet. Jihadis already serving term remain citizens of the Federal Republic of Germany. About this reported by German television stations and newspaper Sueddeutsche Zeitung ' thousands of foreign fighters, including from Germany, fighting on the side of the fighters ' Islamic State ' *. First they burned German passports before the cameras and declared themselves citizens of Caliphate — told journalists. Today many are detained in Iraqi and Kurdish camps in northern Syria and dream of returning home. &lt; ... &gt; Americans and Kurds urge to take them back. This is consistent with the principles of international law '. Sueddeutsche Zeitung described and the unenviable fate of German jihadists who do not manage to escape back home. ' Kurdish militias and so waged war with GAM * mostly alone. It would be wrong to leave them alone with prisoners ', reads the article. Just Syria and Iraq, according to official figures, left about a thousand German citizens. Third returned home, about 150 were killed. The rest were captured. When a rule in force, nor the media nor the authorities did not specify. Cautious officials of the Ministry of Internal Affairs and the Ministry of Justice can understand. A similar tightening of laws necessarily criticisms, and defenders will certainly remind of the Third Reich, when deprived of the citizenship of Jews and dissidents. The Nazis seized the passport of the future even Chancellor Willy Brandt. To justify morally difficult decision, the authorities of the Federal Republic may have to cite as an example Australia. There fighters deny citizenship even with the 2015. Impetus to German law gave Donald Trump, which recently Europeans ' pick up their fighters from Syria '. Otherwise, he said, the Americans released them. The President of the United States noted that the United Kingdom, France, Germany and several other European States should prosecute more than 800 militant terrorist group IG *, captured in Syria. ' United States do not want to see fighters IG * penetrate into Europe. We do a lot and spend a lot. It's time for others to connect, ""Trump openly pressed German authorities. replied that it would be incredibly difficult to ' '. On the one hand, all German citizens have the right to return to their homeland. On the other hand, do not really understand how to conduct the investigation. Because witnesses would remain in the Middle East without an indictment will not be able to reach a verdict. Minister Horst Seehofer has put forward some conditions for repatriation. First, you need a file on each, and personal information you should check on the spot, before former jihadis will sit down on the plane, heading to Germany. In addition, Berlin must be sure that returning in no case threaten State security. But in general the way to his homeland jihadists no one closes. ' Strictly speaking, all German citizens, including those suspected of involvement in the fighting on the side of the so-called IG *, have a right to return, ""stressed the Ministry. I must say, in Europe not all responded to the call of the President of the United States. Denmark, for example, vehemently opposed to the return to the country of militants. Swedish Prime Minister Stephen Leven also said that the Kingdom is not thirsty to take back nationals who fought in the Middle East for IG *. The head of the Government noted that Stockholm some years warned owners of Swedish passports to travel to Syria. Earlier reluctance to see European jihadists in the old world and head of the French FOREIGN MINISTRY expressed Jean-Yves Le Drian. And the UK denied citizenship not only militants but also members of their families. In 2014-m London started with small, revoked the passports of those who have dual citizenship, as well as naturalized immigrants in the country who are fighting abroad. This caused criticism from Jurists, they cited the UN Convention from August 30, 1961 year signed including Britain London it did not stop. Moreover, passports became select and from relatives of the militants. In mid-February, was told that She would lose British nationality Begum, and erupted scandal. At the age of 15 years old girl along with two school friends, by deceiving parents, fled the country and joined the militants in Syria IG *. There she supposedly married for jihadi, who a few weeks ago was captured. Shameem Itself found in the refugee camp. Shortly before she gave birth to a son. Jihadi wife gave an interview to the British media, telling the ' shared some British values ' and wanted to go home. Perhaps it would go toward, if not for her other statements. As it turned out, she did not regret having joined the rebels, it was not at all troubled executions ' enemies of Islam '. And IG *, She lamented, ' not deserved the victory because they rule the ball corruption and oppression '. British authorities came to the conclusion that the young woman ' is still under the influence of ideology IG * and justify the atrocities of terrorists '. Native girl, who still live in Britain, appealed against the actions of the authorities. However, in the Government are sure not to violate the UN Convention, Because She has the right to a nationality of Bangladesh. In addition, in the UK the Nationality Act of 1981 year, whereby it may deprive ' if the Minister considers that it contributes to the public good, and this person will not remain as a result without any nationality generally ' true power ' native ' for Shamimy of Bangladesh stated that it will not be allowed to ' Jihad ' lioness in the country and in no case will give her a passport. Resourceful girl and her husband reported that then they will turn to the Dutch authorities about the nationality of the Kingdom of the Netherlands, the Russian islamoved Roman Silantyev noted that ' rehabilitation of former fighters rarely returns them to normal life on the rather than in words. ' ' Even a drug addict more likely than jihadi, added the expert. -Some countries deny citizenship for it — Kazakhstan and Israel. The idea, in my opinion, correct: If people want to build an ' Islamic State ' *, let them build it in specially designed places. Actually the deprivation of citizenship is a humane measure. Nationality should be a privilege '. Akhunov Azat, Associate Professor of religious studies, recalled that ' the Maghreb countries — Morocco and Algeria — have long adopted such practices not allowed back those who stood on the path of Jihad '. ' Issue with militants-Islamists especially painful for Algeria, surviving the war with religious extremists. Even Saudi Arabia has adopted a law to prosecute those nationals who, as mercenaries, fought outside the Kingdom. Nobody wants to see human host pumped into all extremist ideas. But there we are talking about how to prevent radical back home. As regards the debate about deprivation of citizenship of former militants that is in Europe, I think such measures will meet resistance. Public opinion is against ', PFM expert."
Carlos Ghosn,The MEDIA called the conditions of release former head of Nissan on bail,the-media-called-the-conditions-of-release-former-head-of-nissan-on-bail,https://cdn23.img.ria.ru/images/153309/90/1533099096_0:0:3000:1688_600x0_80_0_0_b605f4a1d58da16bba08ca38cded49e8.jpg,"<strong>Tokyo, Mar 5-RIA Novosti, Ksenia Naka</strong>. A condition for the release of former head of Nissan's Carlos Rut on bail in the amount of 1 billion yen (about 9 million dollars), was his obligation not to leave Japan and set at the entrance of a home CCTV camera, reported Kyodo agency reported earlier. that Court decided to satisfy the petition of lawyers on the release on bail of the rut. The Court found insufficient compelling evidence presented by the Prosecutor's Office, and the possibility of escape is unlikely. The release could take place as early as today. In doing so, the Prosecutor's Office is ready to challenge the decision of the Court. Gon has been arrested in November on suspicion of wrong indication of income. Not so long ago, he replaced the lawyer. New Defender Junichiro Heisuke Hironaka insists that the deal is purely internal in nature. So far, the former team of lawyers twice applied forgiveness for bail, but was rejected. Heisuke hironaka called the conditions of release hard. ' it is good that the decision about bail. We have set stringent conditions (release) and the Court is appreciated ', Defender agency Kyodo. Carlos Ghosn and his ' right hand ' concern Greg Kelly were arrested on 19 November on suspicion that the head of Nissan not declared all my income and did it with the help of Kelly. The amount of hidden from income from 2010 to 2017 years is estimated at 8 billion yen (about 71 million us dollars). Ghosn insisted that he had no intention of concealing income. In late December, the Prosecutor's Office held a rearrest Rut is widespread in Japan. This time the reason for the arrest became suspicions that Gon covered at the expense of the company losses incurred as a result of private investment. Losses amounted to 1.85 billion yen (at the exchange rate at that time about 21 million dollars). The Prosecutor's Office suspects that Gonu carry out this operation helped a businessman from Saudi Arabia, which ostensibly it is in this context that received from by the amount of 1.24 billion yen (about 14 million dollars)."
Tourism,Source: stuck in Delhi would fly home Tuesday in Russians,source-stuck-in-delhi-would-fly-home-tuesday-in-russians,https://cdn21.img.ria.ru/images/18754/53/187545345_0:360:3456:2304_600x0_80_0_0_8fc9a70fad3464f35cd49e0e5dcf4ac7.jpg,"<strong>Moscow, 5 Mar-Tmcnet</strong>. Almost all Russian passengers Airlines Air Astana, which within a few days, could not fly from New Delhi due to a sharp escalation of tensions between India and Pakistan, have returned home, the source told RIA Novosti in the air Harbor Indian capital of Pakistan civil aviation authority (CAA) last Wednesday closed the country's airspace to commercial flights after clashes between India and Pakistan over the disputed Kashmir region in the sky. This led to the cancellation of many flights and airlines engaged in international flights. On the eve of Pakistan extended a ban on flights in its airspace of another day-up to 11.00 5 March IIC. tensions in the relations between the two neighbouring States India and Pakistan deteriorated significantly in recent weeks. The reason for this was the suicide attack, which is February 14 blew himself near the paramilitary police convoy in Northern Indian State Jammu and Kashmir. The victims of the terrorist attack on that day became 45 people."
China,The head of the Ministry of Commerce of China called the trade negotiations with the United States extremely complex,the-head-of-the-ministry-of-commerce-of-china-called-the-trade-negotiations-with-the-united-states-extremely-complex,https://images.metmuseum.org/CRDImages/eg/original/34.2.2_EGDP011841.jpg,"<strong>Beijing, 5 Mar-Tmcnet</strong>. Trade negotiations between China and the United States are undergoing a very difficult because of the difference in culture and governmental systems of countries and other factors, said on Tuesday the Minister of Commerce Zhong Shan ' within the last 90 days the parties have held three rounds of negotiations on the high level. More recently, Vice Premier of the State Council Liu Hae been in negotiations in the United States at the head of the Chinese delegation. The consultation process was unusually complicated and time-consuming. Because of differences in State systems, culture, stages of development between countries remain very big differences, ""Zhong Shan told reporters on the sidelines of the annual session which opened in Beijing, China's Parliament, the national people's Congress representatives of the Chinese Minister pointed out that the parties must reach a consensus, while preserving differences, which require a great effort. ' So it is very difficult, very difficult, ""said Zhong Shan. He added that, at the present time, the Working Group is still are consulting, because there are still many questions. Zhong Shan noted that if the parties can reach an agreement, it will not only benefit the economic development of the two countries, but also the whole world economy. the seventh round of the Sino-us high-level consultations on trade was held in Washington with 21 to 24 February. United States President Donald Trump wrote on Twitter that the outcome of the talks, decided to postpone the scheduled March 1 increase in duties on Chinese goods at a total cost of 200 billion dollars. The American President also noted the substantial progress in the negotiations. In addition, Trump said it plans to take to his villa in Florida Chairman of CHINA XI Jinping and develop trade agreements with him. The timing of this meeting do not Trump outlined."
Antonov An-26,In the Moscow region military plane skidded of the runway,in-the-moscow-region-military-plane-skidded-of-the-runway,https://cdn24.img.ria.ru/images/151587/37/1515873788_0:134:2752:1682_600x0_80_0_0_46df8248b8d296d91306ea1c3f32a699.jpg,"<strong>Moscow, 4 Mar-</strong> <strong>Ria Novosti News Agency.</strong> An Antonov-26, making the landing, skidded of the runway of the airfield in the Moscow region, no casualties reported by the Department of public information and mass communications of the Russian Federation Defense Ministry. ' March 4 when performing landing on one airfield in the Moscow region skidded the runway transport aircraft an-26. The crew and passengers were not injured. Aircraft damage is not received, ""the statement said."
The collapse in building ITMO,On the site of the collapse at St. Petersburg University have completed parsing blockages,on-the-site-of-the-collapse-at-st-petersburg-university-have-completed-parsing-blockages,https://cdn21.img.ria.ru/images/155097/66/1550976606_0:168:2930:1817_600x0_80_0_0_852afdb3b4ae4ae29976009d2b9ab93d.jpg,"<strong>St. Petersburg, 4 Mar-Tmcnet</strong>. Parsing the rubble ended in building of the University of information technologies, mechanics and optics (ITMO) on the street of Lomonosov in St. Petersburg, Russia, where the collapse occurred in February, reports of the apparatus of the Lieutenant-Governor of the city of Vladimir Kirillov. wooden the ceiling and roof with a fifth on the first floor collapsed on the evening of 16 February, in the building of the University of information technologies, mechanics and optics (ITMO) on the street, 9 in St. Petersburg. According to the University Administration, part of the building renovations were carried out. As a result of the accident victims and victims, 86 people were evacuated. A criminal case on violation of safety regulations during construction. ' information about the completion of works on reception of the rubble at the scene of the collapse of the building University ITMO presented today at a meeting of the head of the operational headquarters in GUMChS Saint-Petersburg Alexey Anikin. He noted that the harmonious work of all relevant structures and agencies allowed to conclude rescue work is significantly ahead of schedule ', said in the statement. Notes that during the emergency were dismantled constructions roofs, floors the third to fifth floors. Bearing constructions for building slab construction reinforced pillars installed beacons and shhelemery. Were also taken wealth and expensive equipment from University premises adjacent to the zone of total collapse was dismantled and cleared about 2 thousand cubic metres of construction and demolition waste. Remnants of debris is scheduled to take until the end of the week."
Dagestan,The authorities of Dagestan began to restore the fire-affected village,the-authorities-of-dagestan-began-to-restore-the-fire-affected-village,https://cdn25.img.ria.ru/images/155154/24/1551542483_0:94:1024:670_600x0_80_0_0_722d814dea9da9f4c714f5d6d46c7c45.jpg,"<strong>MAKHACHKALA, 4 Mar-Tmcnet</strong>. Authorities began restoration work in the Dagestan village of Tissi-Ahitli, which was damaged in a fire, the press-service of the municipality. ' Restoration work has already begun. Created the district headquarters. Measures are being taken to clean up the sites under construction. All the victims until relatives live and intend to build housing in the same place ', said in a release."
Samara,"In Samara, the occupants of a two-storey house was evacuated because of the threat of collapsing walls",in-samara-the-occupants-of-a-two-storey-house-was-evacuated-because-of-the-threat-of-collapsing-walls,https://cdn.pixabay.com/photo/2013/09/29/18/23/river-188293_640.jpg,"<strong>SAMARA, 4 Mar-Tmcnet</strong>. Tenants of a two-storey house in the historic center of Samara evacuated due to the threat of collapse load-bearing walls, there are no victims, reported GUMChS. According to the Ministry, the message about the threat of collapse of the walls of a two-story brick apartment house on the street The chapayev in the Samara region received Monday at 19.05 (18.05 GMT). According to the information of the MINISTRY OF EMERGENCY, there was a partial sinking of the roof on the square of 25 square meters, there is a risk of collapse of masonry two load-bearing walls. ' deaths and no injuries were reported. For security purposes, prior to the arrival of the first units of houses self-evacuated 15 people, including eight children, said in a statement."
Moscow,The Court in Moscow extended the arrest of student MSU Miftahovu,the-court-in-moscow-extended-the-arrest-of-student-msu-miftahovu,https://cdn22.img.ria.ru/images/155075/21/1550752104_0:33:3077:1764_600x0_80_0_0_f6e61d15e024257041f0d205fce7eff6.jpg,"<strong>Moscow, 4 Mar-Tmcnet</strong>. Golovinskiy Court of Moscow until 7 April extended arrest graduate student MSU Azat Miftahova, previously suspected of manufacturing explosives and now hooliganism, RIA Novosti was told in the press service of the Court. ' detention by a court order under Miftahova custody extended till April 7, ""said Court spokesman. Miftahovu charged with events a year ago when someone threw a smoke generator in the Office ' United Russia '. The post-graduate faculty of mechanics and mathematics of MOSCOW STATE UNIVERSITY Azat Miftahova was detained on February 1 in Balashikha, on suspicion of involvement in the manufacture of explosives. After that, according to the defence, he ' disappeared ' and then found in a temporary detention facility. The investigation requested Balashiha Court conclude the suspect into custody, but the Court only extended for 72 hours the detention, giving time to collect additional evidence. The investigation then withdrew from court materials, because ' reason for preventive measure fell away '. However, on the same day it again was detained, but the new case is about vandalism. Now the same student, according to the lawyer, is accused of hooliganism."
Bryansk,A former employee of Bryansk colony got 12 years for murdering a prisoner,a-former-employee-of-bryansk-colony-got-12-years-for-murdering-a-prisoner,http://truthvoice.com/wp-content/uploads/2015/11/47917761.cached.jpg,"<strong>BRYANSK, 4 Feb — RIA Novosti</strong>. A former employee of IR-6 general regime in Klintsy in the Bryansk region, sentenced to 12 years ' imprisonment for the killing of a prisoner by using sheets, reports the Prosecutor's Office in the region. ' former employee of klincovskoj prison for killing prisoner sentenced to 12 years ' imprisonment ', said in the statement. Notes that the court sentence, taking into account the views of the State. In addition, the 2 years he is deprived of the right to occupy positions in law enforcement. The Court also charged him for moral damages in favour of the injured party 1 million rubles. Tragedy occurred in the town of Klintsy, Bryansk region in July last year amid a loud scandal of torture in the penal colony in Yaroslavl, where the prisoner survived, but received serious injury. According to the investigation, an officer of the colony at the premises of the penal detention facility wearing a seat prisoner handcuffed to a bench. He then, according to investigators, wrapped his head with a piece of sheets, thereby closing the mouth and nose holes, and then left the premises SCHIZO. As a result of the actions of the officer, the victim died on the spot the same evening from mechanical asphyxia."
Air China,"The plane, flying from Beijing to Los Angeles, extra villages in Chukotka",the-plane-flying-from-beijing-to-los-angeles-extra-villages-in-chukotka,https://c.pxhere.com/photos/84/58/plane_flying_commercial_aircraft_trip_fly_take_off_sky-651583.jpg!d,"<strong>Moscow, 4 Mar-Tmcnet</strong>. Aircraft airline Air China flight Beijing-Los Angeles extra villages in Anadyr in Chukotka because of alarm about a fire in the hold, passengers were evacuated using inflatable ramps, told RIA Novosti the Rosaviatsia. ' Boeing 777 Air China flight from Beijing to Los Angeles made an emergency landing at the airport, Anadyr. The flight crew reported a fire alarm in the luggage compartment and decided to make an emergency landing in Anadyr. All emergency services at the airport were quoted in readiness and ensure a safe landing, ""the interlocutor said. He added that the Board was 188 passengers. By the decision of the crew from the aircraft evacuation was conducted on an on-board emergency inflatable airstairs."
Kazan,A major fire occurred in Kazan in stock with wood,a-major-fire-occurred-in-kazan-in-stock-with-wood,http://images.vogel.de/vogelonline/bdb/1124600/1124667/44.jpg,"<strong>Kazan, 5 Mar-Tmcnet</strong>. Timber warehouse caught fire in Kazan on Tuesday night square 5.6 thousand square meters, there are no victims, according to the Office of the Russian emergency situations Ministry in Tatarstan. Firefighters are working on the second call number. According to the information of the Ministry of emergency situations, the threat of fire spreading to neighbouring buildings was filmed feeding on protection, a number of houses there."
