category,title,post_slug,image_src,post_content
Radio Sputnik,Zamminstra Energy Agency plans-deep modernization of industry,zamminstra-energy-agency-plans-deep-modernization-of-industry,https://cdn25.img.ria.ru/images/155176/07/1551760778_0:15:600:353_600x0_80_0_0_d69764de9600ec2feb5c5bb9ec18aeab.jpg,"Russia will step up export of electricity in the Baltic region. And will play an important role in this ' Kaliningrad ' generation, which is building four power stations in the area. About this in an interview with radio Sputnik in Russian business week told first Deputy Energy Minister of RUSSIA Alexei Teksler. According to him, today in this region comes more electricity than in China. He noted that increased demand is due to two factors: malovodnostju in the Baltic region and the rising cost of coal. According to the Deputy Minister, in parallel with the new projects, the Agency launched a global process of modernization of the energy sector of the country. The international news agency and radio Sputnik is media partner of the week of Russian business in Moscow."
Britain's exit from the European Union,Austria expressed its readiness to Brexit without agreement,austria-expressed-its-readiness-to-brexit-without-agreement,https://cdn23.img.ria.ru/images/153346/12/1533461246_0:131:2657:1626_600x0_80_0_0_0ceb4f08fb5294b8bcf10182e8b6c5be.jpg,"<strong>Vienna, 13 Mar-Tmcnet</strong>. Austria is ready to exit the UK out of the EU without agreement, but does not want this scenario, said on Wednesday the Chancellor of Austria, Sebastian Kurz. Tuesday evening British deputies repeatedly rejected an agreement with the EU on Brexit, and again by an overwhelming majority. In the Wednesday they will vote on whether to withdraw from the EU on March 29 without an agreement, and if the Parliament would oppose such a script Brexit, then Thursday will put the issue of moving the Brexit for two months. The current Government defeat in Parliament was the largest in nearly 100 years. Kurtz noted that comes from the fact that British MPs today voted for secession from the EU without agreement, adding that if that happens, the EU unilaterally the order will not be able to prevent this. The Austrian Chancellor also indicated the readiness of the European Union go to delay Brexit. ' If the vote happens, the script without an agreement would lead to haphazard Brexit. We like the Republic very well prepared for such a scenario. We do not want, but our task is to prepare for it ' Kurz said at a press conference."
The Boeing-737 crash in Ethiopia,Moldova banned flights by Boeing 737 MAX 8 in its airspace,moldova-banned-flights-by-boeing-737-max-8-in-its-airspace,https://cdn22.img.ria.ru/images/153270/99/1532709916_0:395:4752:3068_600x0_80_0_0_1a9c8aea5c599491dc68ae2e778dab06.jpg,"<strong>Chisinau, 13 Mar-Tmcnet</strong>. Moldovan civil aviation authority reported that the Republic prohibits flights of Boeing 737-8 MAX 737-9 MAX and Boeing in its airspace after the disaster in Ethiopia. ' from 10.00 (13.00 UTC MSK) March 13, 2019 year prohibits the use of aircraft types Boeing 737-8 MAX 737-9 MAX and Boeing, all series, air operators of the Republic of Moldova, as well as foreign airlines, which carry out flights to, from and over the territory of the Republic of Moldova ',-stated in the order, issued on Civil Aviation Authority website. It is noted in the document that is aimed at ensuring the safety of passengers, crew and people on the ground in the morning March 10 Boeing 737 airline Ethiopian Airlines ' 8 Max, There were 157 people, including eight crew members, crashed near the Ethiopian city of Djebrje-Zjejt. Among the dead are representatives of 35 countries, including three Russians. This is the second disaster this model aircraft for five months: October 29, 2018 year crashed airliner Indonesian airline Lion Air."
Situation in Ukraine,Poroshenko has dismissed the Chief of the SBU administration in the Sumy oblast,poroshenko-has-dismissed-the-chief-of-the-sbu-administration-in-the-sumy-oblast,https://cdn25.img.ria.ru/images/155129/01/1551290176_0:0:2966:1668_600x0_80_0_0_458aef3cb657f41dc8904cdfbf35c83b.jpg,"<strong>Kyiv, 13 Mar-Tmcnet</strong>. The President of Ukraine Petro Poroshenko dismisses Vladislav Kosynsky from the post of head of the Office of the security service in Sumy region, a decree published on the website of the head of State in Wednesday ' Release Kosynsky Vladislav Vladimirovich with the post of head of the Office of the security service of Ukraine in Sumy oblast ',-is said in the Decree. this reason not specified."
The Boeing Company,Greece has suspended flights by Boeing 737 Max,greece-has-suspended-flights-by-boeing-737-max,https://c.pxhere.com/photos/48/41/corinth_korinth_the_corinth_canal_canal_greece_korinth_canal-1226393.jpg!d,"<strong>Athens, 13 Mar-Tmcnet</strong>. Greece officially suspends flights by Boeing 737 Max 8 and 9 in the airports of the country, told RIA Novosti the first Deputy Head of the Department of civil aviation air Christ Papageorgiou. the decision was adopted after the tragic plane crash in Ethiopia, which killed 157 people. In the day Tuesday left an order to ban flights of these aircraft in the airspace of Greece. ' Greek civil aviation authority complies with European legislation. Flights of these aircraft types are prohibited by a decision of the European Aviation Safety Agency (EASA) until the completion of the investigation, ""said airline Manager. ' but I have to say that in Greece at national airlines do not have these aircraft ', said Papageorgiou. The Agency's interlocutor said that he did not have figures on the number of Boeing who commit daily flights to Greece. asked how long it might take the investigation, he said, that the case is a Special Commission, but usually such commissions try to investigate as quickly as possible. in Greece, the national air carrier Aegean airlines has its Park European Airbus A320, A321 and A319 as well as several aircraft Dash and ATR. In June 2018 year Aegean Airbus company signed a contract for 42 new aircraft order by A320neo totaling 5 billion dollars on the morning of March 10 Boeing 737 airline Ethiopian Airlines ' 8 Max, carrying 157 people, including the eight crew members, crashed near the Ethiopian city of Djebrje-Zjejt. Among the dead are representatives of 35 countries, including three Russians. This is the second disaster this model aircraft for five months: October 29, 2018 year crashed airliner Indonesian airline Lion Air."
The situation in DND and LNR,"The LNR said about the worsening situation, the line of contact in Donbass",the-lnr-said-about-the-worsening-situation-the-line-of-contact-in-donbass,,"<strong>LUGANSK, 13 Mar-Tmcnet</strong>. The situation at the line of contact in the Donbass region tends to exacerbate, told reporters Wednesday the official representative of the people's militia of the self-proclaimed Luhansk national Republic Andrey Marochko. LNR previously stated that a group of Ukrainian saboteurs from 10 people tried to enter the territory of the Republic in the area of the settlement Trough, but retreated as a minefield. ' the situation in the zone of responsibility of the people's militia LNR remains tense and has a tendency to exacerbate ', said Marochko. He stressed that despite the armistice arrangement, Ukrainian law-enforcers do not leave attempts to destabilize the situation in the vicinity of the line of contact. The Ukrainian authorities in April 2014 years launched a military operation against the self-proclaimed LNR and DNI, which declared independence after the coup d'etat in Ukraine in February 2014 years. According to the UN, the victims of the conflict have become more 10 thousand people."
Presidential elections in Ukraine,Poroshenko said that he was going to ' bribe ' Ukrainians following five years,poroshenko-said-that-he-was-going-to-bribe-ukrainians-following-five-years,https://cdn25.img.ria.ru/images/154962/80/1549628081_0:147:3071:1874_600x0_80_0_0_ac70ae8d4f3c9fd6abf2616929fc6bf5.jpg,"<strong>Kyiv, 13 Mar-Tmcnet</strong>. The President of Ukraine Petro Poroshenko in Wednesday said he intends to bribe five years Ukrainians, raising salaries and pensions to them. Earlier, the head of the largest faction in Parliament ' block ' Petro Poroshenko said that at the closed meeting at the speaker of the Verkhovna Rada Ukraine faction representatives ' Homeland ', whose leader is presidential candidate Yulia Tymoshenko, sought to cancel the monetization of subsidies and pensions in the country. ' arrogance Gained, I yesterday (Tuesday) heard and surprised, thought the lies are going to register a draft law which forbid the President to raise pensions and wages, because this is bribery. I want to admit, I'm going to bribe the Ukrainians, all of the following five years, ""said Poroshenko, speaking at the Council of regional development in Chernihiv oblast. The broadcast carried on Ukrainian tv channel ' straight '. Increase of pensions in Ukraine started with 1 March to 8.1 million citizens. Nearly 2 million pensioners, which would increase, will receive one-time payouts. At the same time, the country began the second phase of the monetization of subsidies. Socially unprotected citizens will be able to get cash to pay for utility services."
Hawaii,The 5.5 magnitude earthquake hits Hawaii,the-5-5-magnitude-earthquake-hits-hawaii,,"<strong>Moscow, 13 Mar-Tmcnet</strong>. The earthquake had a magnitude of 5.5 occurred in Hawaii Wednesday, not far from the active volcano Kilauea, reported the United States Geological Survey (USGS). Tremors felt at 10.55 on UTC time (13.55 GMT). The epicenter was located at 12 kilometres south of statistically isolated terrain of volcano, Hawaii. Ashotsk at a depth of 5.9 kilometers."
Benjamin Netanyahu,Erdogan accused Netanyahu of killing Palestinian children,erdogan-accused-netanyahu-of-killing-palestinian-children,https://cdn22.img.ria.ru/images/155142/06/1551420609_0:0:2872:1616_600x0_80_0_0_4c850f6163e4e84d7e1f75e43bc62791.jpg,"<strong>Ankara, 13 Mar-Tmcnet</strong>. President of Turkey Tayyip Erdogan called Israeli Prime Minister Benjamin Netanyahu despot and accused him of killing Palestinian children. It was reported earlier that the Israeli military had closed the entrance to the Al-Aqsa Mosque in Jerusalem and arrested five Palestinians, among them three women. ' Netanyahu, despot is guilty of the death of the Palestinian child, come to their senses. None of us will forget the case of Jerusalem. They will deal with us with every attack on our mosque. Even if all the cases, we will not keep silent till the last breath will continue fight for equitable management of Jerusalem, in accordance with its importance for the Islamic world, ""said Erdogan, speaking in Ankara. Palestinians within the framework of the peace process a settlement with Israel, which are currently suspended, require that the future border between the two sovereign States on the lines that existed before the 1967 six-day war of 1967 year, with possible exchange territories. They hope to establish a State in the West Bank and Gaza Strip, and East Jerusalem want to make it the capital."
The war in Syria,"Assad has no plans to visit Russia in the near future, said Syrian Ambassador",assad-has-no-plans-to-visit-russia-in-the-near-future-said-syrian-ambassador,https://cdn25.img.ria.ru/images/153077/98/1530779898_0:23:1198:697_600x0_80_0_0_2f71ea446a3c580c61607b87adfc8505.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. Syrian President Bashar Al-Assad has no plans to visit Russia in the near future, said the Ambassador in Moscow ATS Riad Haddad. ' no ', ""he said, replying to a question, Assad is planning to visit Russia in the near future."
Donald Trump,Trump criticized the idea of abolishing the death penalty in California,trump-criticized-the-idea-of-abolishing-the-death-penalty-in-california,https://cdn25.img.ria.ru/images/155039/27/1550392725_0:0:2969:1670_600x0_80_0_0_1eb40d1bfd08607e7e9b5767ced2d44b.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. The President of the United States Donald Trump criticized the idea of abolishing the death penalty in California, which was made by the State Governor Gavin Newsom earlier NBC tv channel, citing sources, reported that the American California Governor Gavin Newsom in Wednesday may a moratorium on executions in his State and to commute the sentences of all prisoners sentenced to death ' in defiance of the opinion of the voters, California Governor to stop the execution of all death sentences 737 cold-blooded the killers. Friends and family of the victims, which always forget, don't love me too! ', wrote trump in Twitter."
Serbia,Serbia closed its airspace to Boeing 737 MAX,serbia-closed-its-airspace-to-boeing-737-max,,"<strong>Belgrade, 13 Mar-Tmcnet</strong>. Directorate of civil aviation of Serbia banned flights by Boeing 737 8 MACH and MACH 9 737 over the territory of the country, said Wednesday morning the regulator March 10 Boeing 737 airline Ethiopian Airlines ' 8 MAX, carrying 157 people, including the eight crew members, crashed near the Ethiopian city of Djebrje-Zjejt. Among the dead are representatives of 35 countries, including Serbs and three Russians. This is the second disaster this model aircraft for five months: October 29, 2018 year crashed airliner Indonesian airline Lion Air. ' Given a directive on the security of the European Aviation Safety Agency (MAINTENANCE), Directorate of civil Aviation of Serbia issued an urgent notice to aviation (NOTAM), which prohibits the use of Boeing 737 aircraft MACH 8 and MAX 9 737 for takeoff and landing at the airports of the Republic of Serbia, as well as for flights in the airspace of the country ', the statement said departments."
Nord Stream-2,In ' Gazprom ' told about the construction of the ' Nord Stream-2 ',in-gazprom-told-about-the-construction-of-the-nord-stream-2,https://cdn22.img.ria.ru/images/153107/67/1531076752_0:160:3072:1888_600x0_80_0_0_f49f446b73d47d9ee77f9143c4783271.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. The gas pipeline Nord Stream '-2 ' built already at 34% of the total number laid under the Baltic Sea, about 830 kilometers of pipes, ' Gazprom '. ' Today, the Baltic Sea laid about 830 kilometers of pipes-about 34% of the total length of the pipeline, ""the statement said."
Mediavojny,The EP endorsed a resolution proposal worked out sanctions for ' disinformation ',the-ep-endorsed-a-resolution-proposal-worked-out-sanctions-for-disinformation,https://cdn24.img.ria.ru/images/154943/11/1549431102_0:0:3283:1847_600x0_80_0_0_5672c97025377d488230aac80cb55289.jpg,"<strong>Brussels, 13 Mar-Tmcnet</strong>. The European Parliament approved during the session in Strasbourg a resolution in which the RUSSIAN FEDERATION is named ' main source of misinformation in Europe ' and contains a proposal to develop a legal framework for the possible introduction of targeted sanctions against individuals, which would find responsible for such campaigns. the draft resolution, developed by evrodeputatom Anna Fotygoj from Poland, which in the year 2016 has already sponsored the scandalous resolution of the EP on resistance to Russian media, in January, was approved by the Committee on foreign Affairs and now was introduced for a vote he was approved 489 votes ' for ' 148 ' against ' and 30 abstentions. The vote was broadcast from Strasbourg, the EP press service. The resolution proposes ' condemn all more aggressive actions of Russia, China, Iran, North Korea and others, aimed at undermining or suspension of regulatory frameworks and principles European democracies and the sovereignty of the countries ' Eastern partnership ', as well as the impact on elections and support for extremist movements, given that the scale of cyber attacks are increasing. ' the document called ' raise awareness about Russian disinformation campaigns, because it is the main source of disinformation Europe '. The author also encourages ' support associated with the EU and the Western Balkan countries of best practices, as well as professional resources and technology to ensure reliable protection of their election processes from the Cyber malware, disinformation and propaganda activities, emanating from Russia and other hostile actors ' text ' is proposed to consider the development of a legal framework as in the EU and internationally to respond to the threat, and hybrid also for ' targeted sanctions against those responsible for organizing and conducting disinformation campaigns. ' in the same project contains a proposal to create a separate post on EU Affairs ' counter ' promotion, increase funding for existing structures in the EU, the so-called ' strategic communications ', as well as recommendation ' bind existing national and local specialized centers, the media, think tanks, NGOs and other organisations, in particular NATO, which deal with a hybrid war, Pan-European network that would coordinate their actions '."
Presidential elections in Ukraine,Poroshenko has overtaken Tymoshenko in the presidential rating of Ukraine,poroshenko-has-overtaken-tymoshenko-in-the-presidential-rating-of-ukraine,https://cdn23.img.ria.ru/images/155172/95/1551729598_0:198:3174:1983_600x0_80_0_0_82cb3028cbdcd9461610eef6af24b708.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. Ukraine's presidential candidate, showman Vladimir Zelenskiy second month has the highest level of support among the population, to a second position left incumbent President, Petro Poroshenko, the third-party leader ' Homeland ' Yulia Tymoshenko showed the results of the poll conducted by the Centre ' Socis. ' Next presidential elections will be held on the territory of Ukraine March 31. According to the survey published in Wednesday on the website of ' Socisa ', 27.7% are ready to support the Zelenskogo mount voters who exactly will go vote and decided on the choice of candidate. Poroshenko 19.6% scored, Tymoshenko-14.8%. Ranking party leader ' Opposition Platform-for life ' Yuriy Boyko is 9.6%. The leader of the ' citizenship ' Anatoly Gritsenko 8.2% of respondents are ready to support. Other candidates scored less than 5% support. The study was conducted from 5 to 10 March in all regions of Ukraine with the exception of the uncontrolled territory of Donbass to Kiev. 2 interviews thousands of respondents aged 18 years. Theoretical sampling error does not exceed 2.1%."
Situation in Ukraine,Kiev ready to swap 25 Russians and pardon 72 militias,kiev-ready-to-swap-25-russians-and-pardon-72-militias,https://cdn25.img.ria.ru/images/149811/22/1498112234_0:0:1464:824_600x0_80_0_0_99f4f59ce7b41f2feaf971f7a80e6870.jpg,"<strong>Kyiv, 13 Mar-Tmcnet</strong>. Kiev is ready within a few days to transmit RF 25 Russians and pardon 72 supporters of the self-proclaimed Donetsk and Luhansk people's republics in Exchange for 19 Ukrainians, said on Wednesday first vice-speaker of the Verkhovna Rada of Ukraine, representative in Kyiv humanitarian sub-group on Donets Basin Irina Gerashchenko earlier Kiev had proposed to organize an exchange of prisoners on the formula of ' 72 to ' 19. In the self-proclaimed LNR noted that need to share the formula ' of all installed on all installed '. A source in the Russian delegation in the contact group also said to RIA Novosti that this initiative of Kyiv was purely a populist character and called it a pre-election information back. ' we insist on release (process-ed.) release. And ready within the next few days to transmit RF 25 Russians in Exchange for our pardon 72 separatists in Exchange for the 19 civilians and military, ""wrote Facebook Gerashchenko on results meeting in Minsk."
The situation in DND and LNR,In a statement called the SBU DNI to identify groups ' Sapphire ' imagination,in-a-statement-called-the-sbu-dni-to-identify-groups-sapphire-imagination,https://archive.org/services/img/portugalcongosta00socirich,"<strong>DONETSK, 13 Mar-Tmcnet</strong>. In the self-proclaimed Donetsk people's Republic called the statement by Ukraine's security service on identifying groups ' Sapphire ', which supposedly distributes leaflets and messages to troops of the Ukrainian army, fantasy in the run-up to the elections the President of Ukraine, head of the Military Counterintelligence Service previously the security service of Ukraine Sergei Levchenko said that Russia has set up a special information unit, code-named ' Sapphire ', which allegedly exploited the Ukrainian military flyers and SMS provocative content. ' the SBU Statement disclosure group ' Sapphire ' can be called imaginary success which not coincidentally was in anticipation of the holiday, the so-called day of security service of Ukraine, and in the midst of preparations for the presidential elections, ""said RIA Novosti the representative of the Office of the people's militia DNI. He explained that the number of employees of the SBU and related departments who are involved in the fight and control of such groups. includes more than 40 thousand man."
Donbass,In Minsk began the negotiations the contact group on Donets Basin,in-minsk-began-the-negotiations-the-contact-group-on-donets-basin,http://media.de.indymedia.org/images/2010/07/286931.jpg,"<strong>DONETSK, 13 Mar-Tmcnet</strong>. Meeting of the contact group on Donets Basin began in Minsk Wednesday, reported the press service of the Foreign Ministry of the self-proclaimed Donetsk people's Republic of China. ' in Minsk began the meeting of the contact group ',-said the press service of the Ministry of DNI. Office in the course of the meeting it is planned to discuss the violation of the ' spring ' truce, which took effect on 8 March, need to agree on additional measures to monitor the ceasefire, the resumption of social payments to residents of Donbass."
Nigeria,"In Nigeria, after the collapse of the school building was rescued about 20 people, write MEDIA",in-nigeria-after-the-collapse-of-the-school-building-was-rescued-about-20-people-write-media,https://cdn24.img.ria.ru/images/155176/04/1551760432_0:0:795:447_600x0_80_0_0_d7763c91aa7efeafefbac3d64b334cef.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. At least 19 people, including seven children, rescued from the rubble of the building struck schools in Nigeria, reported the local newspaper Nigerian Tribune earlier reported that the three-story building, where there was a school collapsed in the town of Lagos in Nigeria, more than 100 people were under the rubble. According to the newspaper, the rescue operation is continuing, the police also found at the site and monitoring the situation. It is reported that rescuers have encountered a number of difficulties due to the fact that existing equipment is not allows them to penetrate into the building."
Tatarstan,In Tatarstan checked video where students clean the roof without insurance,in-tatarstan-checked-video-where-students-clean-the-roof-without-insurance,,"<strong>KAZAN, 13 Mar-</strong> <strong>Ria Novosti News Agency</strong>. Prosecutor's Office checks in Tatarstan after posting the video, which in Bavlinskom district of teens clean roof snow from school without insurance. The published in Instagram frames show that of the five people on the roof of the only one tied with a rope, the other end which holds the man."
Yakutia,"In medical facilities, suspected cartel go searches",in-medical-facilities-suspected-cartel-go-searches,https://cdn-images-1.medium.com/max/800/1*_1cLkkalsTukSiCtB2_GWw.png,"<strong>YAKUTSK, 13 Mar-Tmcnet</strong>. Investigatory-operative Group of specialists of the Department to combat cartels FAS RUSSIA conducted searches in commercial organizations, as well as in medical institutions subordinated to the Ministry of health, on suspicion of fraud and cartel to 3 billion rubles, said attorney. verification of the Prosecutor's Office on the materials in Yakutia criminal investigation into cartel and fraud on a large scale. The audit was conducted by the Prosecutor's Office jointly UJeBiPK MIA on Yakutia and OFAS Republic. As noted by the supervisory bodies, the managers of commercial organizations registered on the territory of the Republic, at the conclusion of medical goskontraktov institutions in the region for the supply of medicines and medical products carried out fraud on a large scale and the cartel. ' The total amount of public contracts concluded with the representatives of the cartel and their affiliates, is approximately 3 billion rubles, ""noted. Verifying installed numerous facts when purchasing prices for contracts for the supply of medicines and medical supplies in 2-4 times higher than retail prices, so most participants in the cartel have limited competition in the bidding, added to the supervising office."
Victory (airline),On wheels of two aircraft companies ' Victory ' in ' Koltsovo ' found cuts,on-wheels-of-two-aircraft-companies-victory-in-koltsovo-found-cuts,https://cdn24.img.ria.ru/images/rsport/111769/78/1117697897_0:187:2973:1859_600x0_80_0_0_77ffe6722b06656ce77c70a024334194.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. Cuts found on two wheels loukostera ' Victory ' in Ekaterinburg airport Koltsovo ', ' the company is leading the investigation, told RIA Novosti the representative of ' Victory '. previously, the media reported that the airline's flights from Ekaterinburg to Moscow St. Petersburg were detained following the discovery of the cuts on the wheels of two fixed-wing aircraft."
Primorskiy Kray,SC called the reason for the lynching pjatiklassnikom in Primorye,sc-called-the-reason-for-the-lynching-pjatiklassnikom-in-primorye,https://cdn4.picryl.com/photo/1865/01/01/breastworks-and-cheavaux-de-frise-in-the-rebel-fort-mahone-called-by-the-soldiers-640.jpg,"<strong>VLADIVOSTOK, 13 Mar-Tmcnet</strong>. Investigators found that the main reason for the lynching disciple in the large stone was that school officials have not helped to resolve the conflict situation, reported the RUSSIAN Primorsky SUSK. In the school # 2 in large stone incident with lynching over pjatiklassnikom. Local IA ' Data ' reported that one of the students scoffed at the children and their parents on the morning of 20 February took the student into the men's toilet, where dipped his head into the toilet bowl. In the administration of the province was informed that the Department of education and science of Primorye took control of the situation, it shall be verified. In big stone City Hall said that the head of the Department of education of the city went to this school, on the site of the clarified situation. In the Prosecutor's Office of the edges of the RIA Novosti news agency reported that the infliction of bodily harm pjatiklassniku is checked. At UMVD noted that the police, it was reported that one of the parents has caused harm to the health of the student. Legitimate representatives of the Ravens went to the police with counter allegations of causing bodily harm to their children. School principal suspended, also changed the class class head. The boy along with guardian visit psychologist. Investigators have initiated investigation into the beatings under investigation one person was detained. The measure he was not elected. Also brought about malpractice prevention school authorities ' investigation found that the main reason for the failure was the events staff school of workable measures to resolve existing conflict situation and the inability of the guardian for a number of reasons to ensure proper care and upbringing of the boy ', ""the statement said. According to SUSK, on behalf of the President of RF IC Alexander Bastrykin in Primorsky Krai arrived his Senior Assistant Igor Komissarov. He met with school teachers and parents of schoolchildren, as well as the guardian of the child. Pedagogical collective has expressed his opinion on how to deal with the problems and disturbing them. The teacher pointed to the lack of a decent payment for pedagogical work, disadvantages of forming State educational institution, an abundance of paperwork at the expense of action on child-rearing, as well as lack of artistic circles and sports sections for the Organization vneurochnogo the age of the children."
Khabarovskiy Kray,Khabarovsk high-rise fire killed baby,khabarovsk-high-rise-fire-killed-baby,https://images.pexels.com/photos/162031/dubai-tower-arab-khalifa-162031.jpeg?cs=srgb&dl=architecture-buildings-burj-khalifa-162031.jpg&fm=jpg,"<strong>KHABAROVSK, 13 Mar-Tmcnet</strong>. The boy died in a fire in an apartment high-rise building in Komsomolsk-on-Amur, his sister is in the hospital in serious condition, reports GUMChS the Russian Federation on the Khabarovsk. Fire occurred in an apartment on the eighth floor of the nine-storey building in the village Mendeleev. In order to get into the apartment, firefighters had to open the door by using the benzoreza. ' Link Service gazodymozashhitnoj during exploration in a four-room apartment were found two children born between 2005 and 2015 without signs of life. Their rendered with fire place and transferred by ambulance crews. Both children were hospitalized in serious condition in hospital in the land. Later it became known that the younger boy died at the hospital, and his 13-year-old sister was in serious condition, ""the statement said. it is noted that the fire eliminated within half an hour. Its area was only 3 square metres, in one of the rooms of the burned home improvement and furniture. Just to eliminate the fire and its aftermath brought about 30 people and eight units. According to preliminary data, the affected apartment lived a prosperous family with three children at the time of the fire houses were two of them."
HSE,Lecturer of ECONOMICS in St. Petersburg died in hospital from injuries,lecturer-of-economics-in-st-petersburg-died-in-hospital-from-injuries,http://d3n8aou4d02b4n.cloudfront.net/wp-content/uploads/2010/09/bertrand-lemennicier.jpg?x91942,"<strong>St. Petersburg, 13 Mar-Tmcnet.</strong> Professor at the higher school of Economics (HSE) died of injuries Tuesday night in a hospital in St. Petersburg, RIA Novosti was informed by a source in law enforcement. ' a man found unconscious on the night of Tuesday the tenants of one of the houses in Kalinin region. He was taken to Elizavetinskuju hospital, where the man had been diagnosed head injuries, chest, abdomen, as well as a fractured tibia, ""the spokesman said."
Victory (airline),In ' Koltsovo ' created a Commission to study damage to the planes ' Victory ',in-koltsovo-created-a-commission-to-study-damage-to-the-planes-victory,https://cdn23.img.ria.ru/images/153364/46/1533644646_0:127:3089:1865_600x0_80_0_0_281a2cc9d3e76aca315da6416b60ce03.jpg,"<strong>EKATERINBURG, 13 Mar-Tmcnet</strong>. A Special Commission was set up in the airport Ekaterinburg-Koltsovo ' ' to examine the damage to the wheels of two aircraft loukostera ' Victory ', RIA Novosti was told in the press service of the air Harbor earlier representative ' Victory ' informed the agency that in ' Koltsovo ' normal inspection after landing was found damage to the outer layer of the two wheels planes."
Accident,Kirkorov commented data implicating Galkina to attempted murder,kirkorov-commented-data-implicating-galkina-to-attempted-murder,https://cdn22.img.ria.ru/images/155175/10/1551751027_0:0:3072:1728_600x0_80_0_0_733f6f5320ebb5656f5652d0719964c1.jpg,"<strong>Moscow, 13 Mar-Tmcnet.</strong> Singer Filipp Kirkorov commented information about involvement of tv presenter Maksim Galkin and singer Alla Pugacheva in the preparation of the explosion at a concert in mahackala Kirkorov noted that he had ' other plans ' for a day that he had to hold, refuting lies, regarding him and people close to him. ' Good though maxim, Ally and me lacking a sense of humor not to take it to heart, ""wrote musician in Instagram, making treatment repost Maksim Galkin, in which the presenter called the accusations against him ' spring exacerbation '."
Novaya Gazeta,The former head of RUSSIAN RAILWAYS sued 40 thousand rubles ' Novaya Gazeta ',the-former-head-of-russian-railways-sued-40-thousand-rubles-novaya-gazeta,https://cdn24.img.ria.ru/images/140297/29/1402972924_0:309:2875:1926_600x0_80_0_0_594e49ab0bfe670a726ea61957c6d3b4.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. Moscow's Basmanny court Wednesday charged with ' Novaya Gazeta ' 40 thousand rubles in favor of the former head of RUSSIAN RAILWAYS Vladimir Yakunin to suit on protection of business reputation, reported RIA Novosti spokesman for court. ' Court Tsareva Juno sought in favour of Yakunin compensation for moral harm to the newspaper at a rate of 30 thousand rubles, with the author of the article-in the amount of 10 thousand ', she told the Agency. She added that the Court found contained in the article is untrue and ordered the newspaper to remove them and to publish a refutation. Yakunin requested in a lawsuit to recover the publications and journalists 5 million rubles for two articles. One of them he made a February 8 agreement with the newspaper. The second article from the October 4 called ' Billions scooped the Colonel. The apartment detectives found Zakharchenko only part of the shadow Olympic budget ', it was discussed that Yakunin was allegedly illegally enriched at the expense of the budget allocated for holding the Olympics in Sochi, and also that his resignation was connected to the case of Colonel Zakharchenko. as previously told RIA Novosti spokesman Grigory Levchenko, Yakunin lawsuit contained requirements for newspaper to remove inaccurate information, to publish a refutation and pay compensation of moral harm in 2 million rubles. The suit also demanded journalists Yakunin ' Novaya Gazeta ' A.i. Tatyana Sukhotina and I.m. Murtazina compensation of moral harm in 1 million and 2 million rubles, respectively. According to him, the two articles ' Novaya Gazeta ' provides information that is not untrue and offensive."
Tambov,In Tambov on girl fell Naled,in-tambov-on-girl-fell-naled,https://images.pexels.com/photos/337859/pexels-photo-337859.jpeg?cs=srgb&dl=russia-spaso-preobrazhensky-cathedral-tambov-337859.jpg&fm=jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. Doctors diagnosed the girl, with the roof of the House fell in Tambov naled, fractures of the thoracic vertebrae and pelvic bones, a criminal case was reported on the website of RF IC. According to the SC, the incident occurred on March 5. The girl lay on the pavement near the proletarian Street when she fell off the ice. The girl was hospitalized, she diagnosed severe fractures, including pectoral vertebrae and pelvic bones. ' Instituted a criminal case on the fact of injury 20-year-old girl at a gathering of ice from the roof of a block of flats on Article of the Criminal Code of the RUSSIAN FEDERATION ' execution of works or the provision of services that do not meet security requirements, ""the statement said."
Tatarstan,Paedophile detained in Tatarstan for abuse of a child in the bus,paedophile-detained-in-tatarstan-for-abuse-of-a-child-in-the-bus,,"<strong>Kazan, 13 Mar-Tmcnet</strong>. Law enforcement agencies have detained previously convicted for an offence against sexual integrity of the minor inhabitants of Tatarstan, which is suspected of sexual abuse of 11-year-old girl, reported the regional investigation RF IC management. A criminal case under article ' violent acts of a sexual nature against a person under 14 years of age committed person with conviction for a prior offense against sexual integrity of a minor ', brought against 35-year-old Ildar Nizamieva. ' according to the investigation, 11 March Nizamiev in Kazan, saw in the territory of one of the school's 11-year-old girl, before exiting the bus on which the TA was riding home. In the cabin he committed against a child acts of a sexual nature, and when she came out into the street, followed her. Going to the nearest store, the little girl asked for protection from the seller, and then the attacker fled, the statement said. According to the information of the Directorate, later identified the girl suspect records CCTV cameras, after which he was detained. Involvement in the offence Nizamiev acknowledged. SUSK notes that the man was freed from prison, where he was serving 7 years for committing offences against the sexual integrity of a minor. Soon the investigation will ask the Court to have the election against his pretrial detention."
